Real Time,Elapsed Time,Event
1745449338.2179945,0.000,Start Trial 17 - Forward
1745449340.2206666,2.003,Start Flashing - Forward
1745449340.2206666,2.003,Flash [Backward]
1745449340.6228907,2.405,Flash [Backward]
1745449341.0254376,2.807,Flash [Left]
1745449341.4269817,3.209,Flash [Right]
1745449341.8292737,3.611,Flash [Backward]
1745449342.231055,4.013,Flash [Left]
1745449342.6334417,4.415,Flash [Right]
1745449343.0354378,4.817,Flash [Forward]
1745449343.437474,5.219,Flash [Right]
1745449343.8392963,5.621,Flash [Right]
1745449344.2412722,6.023,Flash [Left]
1745449344.6434004,6.425,Flash [Left]
1745449345.0461257,6.828,Flash [Right]
1745449345.448059,7.230,Flash [Right]
1745449345.8500671,7.632,Flash [Forward]
1745449346.2524254,8.034,Flash [Backward]
1745449346.654612,8.437,Flash [Right]
1745449347.0572352,8.839,Flash [Forward]
1745449347.4592962,9.241,Flash [Backward]
1745449347.8620842,9.644,Flash [Backward]
1745449348.2639172,10.046,Flash [Right]
1745449348.665947,10.448,Flash [Forward]
1745449349.0681686,10.850,Flash [Right]
1745449349.471185,11.253,Flash [Right]
1745449349.8730633,11.655,Flash [Backward]
1745449350.2750595,12.057,End Flashing - Forward
1745449360.2760086,22.058,Baseline - Forward
1745449360.2760086,22.058,End Trial 17 - Forward
