Real Time,Elapsed Time,Event
1745449404.4031134,0.000,Start Trial 20 - Right
1745449406.404767,2.002,Start Flashing - Right
1745449406.405281,2.002,Flash [Left]
1745449406.8071284,2.404,Flash [Backward]
1745449407.209227,2.806,Flash [Left]
1745449407.6119187,3.209,Flash [Backward]
1745449408.0141382,3.611,Flash [Left]
1745449408.4164138,4.013,Flash [Left]
1745449408.818783,4.416,Flash [Backward]
1745449409.2207236,4.818,Flash [Forward]
1745449409.6227987,5.220,Flash [Backward]
1745449410.0254965,5.622,Flash [Backward]
1745449410.4276953,6.025,Flash [Right]
1745449410.8300462,6.427,Flash [Right]
1745449411.2318578,6.829,Flash [Right]
1745449411.6347024,7.232,Flash [Forward]
1745449412.0366576,7.634,Flash [Right]
1745449412.439743,8.037,Flash [Left]
1745449412.841596,8.438,Flash [Left]
1745449413.2448535,8.842,Flash [Backward]
1745449413.6465209,9.243,Flash [Forward]
1745449414.048768,9.646,Flash [Forward]
1745449414.4510505,10.048,Flash [Backward]
1745449414.8529735,10.450,Flash [Forward]
1745449415.2552695,10.852,Flash [Left]
1745449415.6578379,11.255,Flash [Backward]
1745449416.059774,11.657,Flash [Right]
1745449416.4611597,12.058,End Flashing - Right
1745449426.4621665,22.059,Baseline - Right
1745449426.4621665,22.059,End Trial 20 - Right
