Real Time,Elapsed Time,Event
1745189416.2796936,0.000,Start Trial 1 - Forward
1745189418.2817395,2.002,Start Flashing - Forward
1745189418.2827563,2.003,"Flash ['Forward', 'Right']"
1745189418.4846125,2.205,"Flash ['Left', 'Forward']"
1745189418.6867065,2.407,"Flash ['Right', 'Backward']"
1745189418.8891218,2.609,"Flash ['Right', 'Forward']"
1745189419.091623,2.812,"Flash ['Forward', 'Left']"
1745189419.2935398,3.014,"Flash ['Forward', 'Right']"
1745189419.4956923,3.216,"Flash ['Right', 'Backward']"
1745189419.6982,3.419,"Flash ['Left', 'Right']"
1745189419.9004586,3.621,"Flash ['Backward', 'Right']"
1745189420.102777,3.823,"Flash ['Right', 'Backward']"
1745189420.3046517,4.025,"Flash ['Backward', 'Right']"
1745189420.5077798,4.228,"Flash ['Left', 'Forward']"
1745189420.7093308,4.430,"Flash ['Right', 'Left']"
1745189420.9125497,4.633,"Flash ['Left', 'Forward']"
1745189421.1146035,4.835,"Flash ['Forward', 'Backward']"
1745189421.3168166,5.037,"Flash ['Left', 'Right']"
1745189421.5182312,5.239,"Flash ['Backward', 'Right']"
1745189421.7204516,5.441,"Flash ['Right', 'Backward']"
1745189421.9235072,5.644,"Flash ['Left', 'Backward']"
1745189422.1257546,5.846,"Flash ['Left', 'Forward']"
1745189422.3277636,6.048,"Flash ['Right', 'Backward']"
1745189422.531578,6.252,"Flash ['Left', 'Backward']"
1745189422.7335773,6.454,"Flash ['Backward', 'Forward']"
1745189422.9353514,6.656,"Flash ['Backward', 'Forward']"
1745189423.1376297,6.858,"Flash ['Right', 'Left']"
1745189423.3395135,7.060,"Flash ['Left', 'Right']"
1745189423.5417213,7.262,"Flash ['Forward', 'Right']"
1745189423.7442565,7.465,"Flash ['Left', 'Backward']"
1745189423.946671,7.667,"Flash ['Right', 'Backward']"
1745189424.149098,7.869,"Flash ['Right', 'Forward']"
1745189424.3517585,8.072,"Flash ['Left', 'Forward']"
1745189424.5532773,8.274,"Flash ['Left', 'Forward']"
1745189424.7558599,8.476,"Flash ['Right', 'Backward']"
1745189424.958823,8.679,"Flash ['Left', 'Forward']"
1745189425.1615958,8.882,"Flash ['Left', 'Right']"
1745189425.363897,9.084,"Flash ['Forward', 'Backward']"
1745189425.565726,9.286,"Flash ['Forward', 'Backward']"
1745189425.76749,9.488,"Flash ['Backward', 'Forward']"
1745189425.96965,9.690,"Flash ['Right', 'Forward']"
1745189426.1719506,9.892,"Flash ['Backward', 'Right']"
1745189426.3742492,10.095,"Flash ['Backward', 'Right']"
1745189426.5766392,10.297,"Flash ['Backward', 'Right']"
1745189426.7791731,10.499,"Flash ['Backward', 'Left']"
1745189426.9809382,10.701,"Flash ['Right', 'Backward']"
1745189427.1827393,10.903,"Flash ['Right', 'Forward']"
1745189427.3846576,11.105,"Flash ['Right', 'Forward']"
1745189427.5869024,11.307,"Flash ['Backward', 'Forward']"
1745189427.789295,11.510,"Flash ['Forward', 'Left']"
1745189427.9919553,11.712,"Flash ['Left', 'Backward']"
1745189428.1946204,11.915,"Flash ['Backward', 'Left']"
1745189428.396889,12.117,End Flashing - Forward
1745189438.3976266,22.118,Baseline - Forward
1745189438.3976266,22.118,End Trial 1 - Forward
