Real Time,Elapsed Time,Event
1745449272.0396166,0.000,Start Trial 14 - Backward
1745449274.0414932,2.002,Start Flashing - Backward
1745449274.0414932,2.002,Flash [Right]
1745449274.4443066,2.405,Flash [Right]
1745449274.845626,2.806,Flash [Left]
1745449275.2477882,3.208,Flash [Left]
1745449275.6501703,3.611,Flash [Backward]
1745449276.0517585,4.012,Flash [Backward]
1745449276.4544587,4.415,Flash [Forward]
1745449276.8562434,4.817,Flash [Forward]
1745449277.2582755,5.219,Flash [Left]
1745449277.6616166,5.622,Flash [Backward]
1745449278.0636408,6.024,Flash [Right]
1745449278.4659083,6.426,Flash [Right]
1745449278.867556,6.828,Flash [Left]
1745449279.2709243,7.231,Flash [Backward]
1745449279.6728077,7.633,Flash [Right]
1745449280.07548,8.036,Flash [Right]
1745449280.4789896,8.439,Flash [Backward]
1745449280.8814888,8.842,Flash [Left]
1745449281.283377,9.244,Flash [Backward]
1745449281.6856813,9.646,Flash [Left]
1745449282.088234,10.049,Flash [Right]
1745449282.4901676,10.451,Flash [Left]
1745449282.8924239,10.853,Flash [Backward]
1745449283.2950962,11.255,Flash [Left]
1745449283.6972456,11.658,Flash [Left]
1745449284.099157,12.060,End Flashing - Backward
1745449294.0999768,22.060,Baseline - Backward
1745449294.0999768,22.060,End Trial 14 - Backward
