Real Time,Elapsed Time,Event
1745449294.0999768,0.000,Start Trial 15 - Left
1745449296.1021962,2.002,Start Flashing - Left
1745449296.1021962,2.002,Flash [Left]
1745449296.5051575,2.405,Flash [Forward]
1745449296.9068584,2.807,Flash [Backward]
1745449297.3095562,3.210,Flash [Forward]
1745449297.7113254,3.611,Flash [Left]
1745449298.113419,4.013,Flash [Forward]
1745449298.516125,4.416,Flash [Forward]
1745449298.9192407,4.819,Flash [Forward]
1745449299.3208873,5.221,Flash [Right]
1745449299.7228694,5.623,Flash [Left]
1745449300.1246834,6.025,Flash [Left]
1745449300.5266926,6.427,Flash [Left]
1745449300.9289138,6.829,Flash [Left]
1745449301.3315382,7.232,Flash [Left]
1745449301.7334063,7.633,Flash [Right]
1745449302.1356397,8.036,Flash [Backward]
1745449302.5379686,8.438,Flash [Left]
1745449302.939797,8.840,Flash [Left]
1745449303.341821,9.242,Flash [Forward]
1745449303.7443986,9.644,Flash [Backward]
1745449304.1461742,10.046,Flash [Forward]
1745449304.5490696,10.449,Flash [Backward]
1745449304.9513206,10.851,Flash [Forward]
1745449305.3534555,11.253,Flash [Backward]
1745449305.7556467,11.656,Flash [Right]
1745449306.158235,12.058,End Flashing - Left
1745449316.158782,22.059,Baseline - Left
1745449316.158782,22.059,End Trial 15 - Left
