Real Time,Elapsed Time,Event
1745449360.277025,0.000,Start Trial 18 - Left
1745449362.279053,2.002,Start Flashing - Left
1745449362.279053,2.002,Flash [Forward]
1745449362.681765,2.405,Flash [Right]
1745449363.0842755,2.807,Flash [Right]
1745449363.4861505,3.209,Flash [Right]
1745449363.8881843,3.611,Flash [Backward]
1745449364.2905667,4.014,Flash [Forward]
1745449364.6928973,4.416,Flash [Right]
1745449365.0953224,4.818,Flash [Forward]
1745449365.4978344,5.221,Flash [Right]
1745449365.9000115,5.623,Flash [Left]
1745449366.3023438,6.025,Flash [Forward]
1745449366.704339,6.427,Flash [Left]
1745449367.107542,6.831,Flash [Left]
1745449367.510305,7.233,Flash [Right]
1745449367.9131372,7.636,Flash [Backward]
1745449368.31535,8.038,Flash [Right]
1745449368.7175286,8.441,Flash [Right]
1745449369.120085,8.843,Flash [Left]
1745449369.52255,9.246,Flash [Left]
1745449369.9243822,9.647,Flash [Left]
1745449370.3271255,10.050,Flash [Left]
1745449370.7293644,10.452,Flash [Forward]
1745449371.1322489,10.855,Flash [Backward]
1745449371.5338256,11.257,Flash [Left]
1745449371.936614,11.660,Flash [Backward]
1745449372.3385823,12.062,End Flashing - Left
1745449382.3392327,22.062,Baseline - Left
1745449382.3392327,22.062,End Trial 18 - Left
