Real Time,Elapsed Time,Event
1745448985.253669,0.000,Start Trial 1 - Right
1745448987.2554448,2.002,Start Flashing - Right
1745448987.2554448,2.002,Flash [Forward]
1745448987.658063,2.404,Flash [Backward]
1745448988.061734,2.808,Flash [Forward]
1745448988.4632452,3.210,Flash [Forward]
1745448988.8653314,3.612,Flash [Forward]
1745448989.2677834,4.014,Flash [Backward]
1745448989.6705308,4.417,Flash [Backward]
1745448990.0724752,4.819,Flash [Backward]
1745448990.4745324,5.221,Flash [Right]
1745448990.8771992,5.624,Flash [Left]
1745448991.2792954,6.026,Flash [Forward]
1745448991.6811976,6.428,Flash [Left]
1745448992.0833516,6.830,Flash [Right]
1745448992.485478,7.232,Flash [Left]
1745448992.8876343,7.634,Flash [Backward]
1745448993.2900012,8.036,Flash [Backward]
1745448993.6934936,8.440,Flash [Right]
1745448994.0957077,8.842,Flash [Right]
1745448994.4973729,9.244,Flash [Right]
1745448994.8991835,9.646,Flash [Left]
1745448995.301904,10.048,Flash [Left]
1745448995.7033572,10.450,Flash [Backward]
1745448996.106571,10.853,Flash [Left]
1745448996.508501,11.255,Flash [Backward]
1745448996.9106562,11.657,Flash [Forward]
1745448997.3128982,12.059,End Flashing - Right
1745449007.3136904,22.060,Baseline - Right
1745449007.3136904,22.060,End Trial 1 - Right
