Real Time,Elapsed Time,Event
1745447167.0659063,0.000,Start Trial 13 - Right
1745447169.0673656,2.001,Start Flashing - Right
1745447169.0673656,2.001,Flash [Forward]
1745447169.4699652,2.404,Flash [Backward]
1745447169.8721626,2.806,Flash [Backward]
1745447170.2746813,3.209,Flash [Left]
1745447170.6769276,3.611,Flash [Left]
1745447171.078911,4.013,Flash [Left]
1745447171.480945,4.415,Flash [Right]
1745447171.883012,4.817,Flash [Forward]
1745447172.2851555,5.219,Flash [Forward]
1745447172.6876717,5.622,Flash [Right]
1745447173.0893037,6.023,Flash [Right]
1745447173.4922292,6.426,Flash [Left]
1745447173.8945339,6.829,Flash [Left]
1745447174.2966807,7.231,Flash [Forward]
1745447174.699698,7.634,Flash [Right]
1745447175.1016827,8.036,Flash [Backward]
1745447175.503753,8.438,Flash [Left]
1745447175.9052646,8.839,Flash [Forward]
1745447176.3075635,9.242,Flash [Backward]
1745447176.7101455,9.644,Flash [Forward]
1745447177.1116033,10.046,Flash [Backward]
1745447177.5146065,10.449,Flash [Left]
1745447177.9166903,10.851,Flash [Backward]
1745447178.318589,11.253,Flash [Left]
1745447178.7200012,11.654,Flash [Right]
1745447179.1224296,12.057,End Flashing - Right
1745447189.123578,22.058,Baseline - Right
1745447189.123578,22.058,End Trial 13 - Right
