Real Time,Elapsed Time,Event
1745447277.3645017,0.000,Start Trial 18 - Backward
1745447279.3663216,2.002,Start Flashing - Backward
1745447279.3668401,2.002,Flash [Right]
1745447279.7686303,2.404,Flash [Backward]
1745447280.1709619,2.806,Flash [Left]
1745447280.573548,3.209,Flash [Left]
1745447280.97666,3.612,Flash [Forward]
1745447281.378614,4.014,Flash [Right]
1745447281.7812755,4.417,Flash [Forward]
1745447282.1834595,4.819,Flash [Forward]
1745447282.5856779,5.221,Flash [Forward]
1745447282.988581,5.624,Flash [Forward]
1745447283.3905914,6.026,Flash [Backward]
1745447283.7924685,6.428,Flash [Right]
1745447284.195335,6.831,Flash [Right]
1745447284.5974739,7.233,Flash [Backward]
1745447284.9997318,7.635,Flash [Left]
1745447285.4017553,8.037,Flash [Backward]
1745447285.804822,8.440,Flash [Backward]
1745447286.2072802,8.843,Flash [Right]
1745447286.6098142,9.245,Flash [Backward]
1745447287.0122516,9.648,Flash [Left]
1745447287.413798,10.049,Flash [Forward]
1745447287.8164897,10.452,Flash [Forward]
1745447288.218504,10.854,Flash [Forward]
1745447288.6204355,11.256,Flash [Left]
1745447289.0230088,11.659,Flash [Backward]
1745447289.4252677,12.061,End Flashing - Backward
1745447299.4259834,22.061,Baseline - Backward
1745447299.4259834,22.061,End Trial 18 - Backward
