Real Time,Elapsed Time,Event
1745447012.6476493,0.000,Start Trial 6 - Left
1745447014.649283,2.002,Start Flashing - Left
1745447014.6502883,2.003,Flash [Left]
1745447015.052979,2.405,Flash [Backward]
1745447015.4563148,2.809,Flash [Left]
1745447015.858465,3.211,Flash [Left]
1745447016.2603195,3.613,Flash [Right]
1745447016.6632302,4.016,Flash [Backward]
1745447017.0655284,4.418,Flash [Left]
1745447017.4680653,4.820,Flash [Forward]
1745447017.870396,5.223,Flash [Forward]
1745447018.273243,5.626,Flash [Right]
1745447018.6744626,6.027,Flash [Right]
1745447019.0768964,6.429,Flash [Left]
1745447019.4789839,6.831,Flash [Right]
1745447019.8814383,7.234,Flash [Backward]
1745447020.2834961,7.636,Flash [Backward]
1745447020.6854794,8.038,Flash [Right]
1745447021.0876307,8.440,Flash [Backward]
1745447021.4900663,8.842,Flash [Right]
1745447021.8925486,9.245,Flash [Left]
1745447022.2945502,9.647,Flash [Forward]
1745447022.6966987,10.049,Flash [Left]
1745447023.098764,10.451,Flash [Backward]
1745447023.5004752,10.853,Flash [Forward]
1745447023.902717,11.255,Flash [Backward]
1745447024.3053267,11.658,Flash [Left]
1745447024.707642,12.060,End Flashing - Left
1745447034.708438,22.061,Baseline - Left
1745447034.708438,22.061,End Trial 6 - Left
