Real Time,Elapsed Time,Event
1745258224.4989448,0.000,Start Trial 4 - Forward
1745258226.5012336,2.002,Start Flashing - Forward
1745258226.5012336,2.002,Flash [Forward]
1745258226.9037964,2.405,Flash [Right]
1745258227.3059998,2.807,Flash [Left]
1745258227.7078784,3.209,Flash [Right]
1745258228.1099713,3.611,Flash [Left]
1745258228.5121682,4.013,Flash [Backward]
1745258228.9152465,4.416,Flash [Right]
1745258229.3166015,4.818,Flash [Backward]
1745258229.718991,5.220,Flash [Backward]
1745258230.120517,5.622,Flash [Forward]
1745258230.5235891,6.025,Flash [Backward]
1745258230.9257617,6.427,Flash [Backward]
1745258231.3286288,6.830,Flash [Left]
1745258231.7304766,7.232,Flash [Right]
1745258232.1328294,7.634,Flash [Forward]
1745258232.535957,8.037,Flash [Left]
1745258232.9380147,8.439,Flash [Backward]
1745258233.340491,8.842,Flash [Backward]
1745258233.7425654,9.244,Flash [Backward]
1745258234.1451879,9.646,Flash [Backward]
1745258234.547938,10.049,Flash [Forward]
1745258234.949277,10.450,Flash [Backward]
1745258235.3516681,10.853,Flash [Forward]
1745258235.7545953,11.256,Flash [Right]
1745258236.1566603,11.658,Flash [Right]
1745258236.5587332,12.060,End Flashing - Forward
1745258246.5592453,22.060,Baseline - Forward
1745258246.5592453,22.060,End Trial 4 - Forward
