Real Time,Elapsed Time,Event
1745259074.145434,0.000,Start Trial 11 - Backward
1745259076.1478405,2.002,Start Flashing - Backward
1745259076.148359,2.003,Flash [Backward]
1745259076.5505285,2.405,Flash [Left]
1745259076.9532251,2.808,Flash [Forward]
1745259077.3553584,3.210,Flash [Backward]
1745259077.75722,3.612,Flash [Backward]
1745259078.1592445,4.014,Flash [Forward]
1745259078.5615764,4.416,Flash [Backward]
1745259078.9644585,4.819,Flash [Left]
1745259079.365967,5.221,Flash [Right]
1745259079.7682612,5.623,Flash [Backward]
1745259080.171458,6.026,Flash [Left]
1745259080.573885,6.428,Flash [Backward]
1745259080.9756339,6.830,Flash [Backward]
1745259081.3780856,7.233,Flash [Right]
1745259081.7803528,7.635,Flash [Right]
1745259082.1827164,8.037,Flash [Backward]
1745259082.5850441,8.440,Flash [Backward]
1745259082.987333,8.842,Flash [Right]
1745259083.390488,9.245,Flash [Left]
1745259083.792219,9.647,Flash [Right]
1745259084.1945643,10.049,Flash [Backward]
1745259084.596863,10.451,Flash [Right]
1745259084.9988983,10.853,Flash [Left]
1745259085.4018488,11.256,Flash [Forward]
1745259085.8045223,11.659,Flash [Left]
1745259086.2067168,12.061,End Flashing - Backward
1745259096.207503,22.062,Baseline - Backward
1745259096.207503,22.062,End Trial 11 - Backward
