Real Time,Elapsed Time,Event
1745446968.5279648,0.000,Start Trial 4 - Forward
1745446970.5306768,2.003,Start Flashing - Forward
1745446970.5306768,2.003,Flash [Backward]
1745446970.9332554,2.405,Flash [Backward]
1745446971.334762,2.807,Flash [Backward]
1745446971.7374647,3.209,Flash [Right]
1745446972.1389492,3.611,Flash [Left]
1745446972.5415354,4.014,Flash [Right]
1745446972.9440918,4.416,Flash [Right]
1745446973.3464954,4.819,Flash [Left]
1745446973.7488167,5.221,Flash [Backward]
1745446974.1512291,5.623,Flash [Left]
1745446974.553585,6.026,Flash [Left]
1745446974.955731,6.428,Flash [Forward]
1745446975.3574562,6.829,Flash [Right]
1745446975.7600207,7.232,Flash [Left]
1745446976.1628,7.635,Flash [Left]
1745446976.5644426,8.036,Flash [Backward]
1745446976.9671674,8.439,Flash [Left]
1745446977.3694758,8.842,Flash [Left]
1745446977.770776,9.243,Flash [Forward]
1745446978.173366,9.645,Flash [Forward]
1745446978.5756261,10.048,Flash [Backward]
1745446978.97753,10.450,Flash [Right]
1745446979.379349,10.851,Flash [Left]
1745446979.7815666,11.254,Flash [Left]
1745446980.1850276,11.657,Flash [Left]
1745446980.586484,12.059,End Flashing - Forward
1745446990.5874221,22.059,Baseline - Forward
1745446990.5874221,22.059,End Trial 4 - Forward
