EEG 1, EEG 2, EEG 3, EEG 4, EEG 5, EEG 6, EEG 7, EEG 8
494687.1,-750000.1,31176.3,269747.2,-127607.1,300473.9,284901.9,-268777.3
494506.5,-750000.1,-338343.9,220766.1,-235630.5,452716.6,42301.66,-241637
696153.7,-450783.2,-375951.7,459589.8,-385302.8,573205.9,-345179.3,-234750.2
750000.1,83155.73,514519.6,461572,-5439.878,580510.7,-212724.9,-8490.266
750000.1,641741.3,750000.1,496260.7,374767.5,719268.4,326050.5,324344.8
750000.1,674052.8,750000.1,750000.1,534954,750000.1,530646.4,455809.2
750000.1,673873.6,750000.1,750000.1,721507,750000.1,604368.9,553058
750000.1,674162.1,678397.4,750000.1,673076.3,750000.1,609136.4,640588.3
750000.1,703554.6,750000.1,750000.1,659658.4,750000.1,589257.4,641155.3
750000.1,750000.1,750000.1,750000.1,677675.3,750000.1,591946.6,750000.1
750000.1,750000.1,750000.1,750000.1,750000.1,750000.1,725067,750000.1
750000.1,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1
750000.1,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1
750000.1,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1
750000.1,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1
750000.1,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1
750000.1,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1
750000.1,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1
750000.1,719127.3,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1
724441.1,687794.9,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1
695893.4,660158.6,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1
670809.3,635935.6,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1
647498.6,613450.8,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1
625099.3,591884.3,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1
605003.9,572578.8,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1
587526.6,555817.8,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1
571313.6,540303.6,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1
555325.1,525015.3,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1
540742.4,511096.5,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1
528227.8,499185.7,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1
516816.4,488344.4,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1
505429.8,477510.1,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1
494905.7,467505.9,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1
486122.6,459179.6,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1
478385.7,451861.8,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1
470545.3,444420.8,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1
462951.4,437203.7,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1
456619.2,431207.5,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1
451094.1,425984.3,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1
445285.3,420472.5,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1
439274.7,414751.5,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1
434186.9,409921.6,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1
429885.7,405851.5,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1
425342.9,401536.6,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1
420365.1,396783.5,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1
416062.1,392687,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1
412589,389398.6,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1
409011.5,386001.1,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1
404859.1,382030,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1
401140.6,378484,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1
398227.1,375726.1,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1
395378.3,373033,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1
391926.4,369738.2,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1
388655.4,366614.7,750000.1,750000.1,750000.1,750000.1,750000.1,750000.1
386214.7,364304.5,750000.1,750000.1,750000.1,750000.1,746868.8,750000.1
383997.5,362215.7,750000.1,750000.1,750000.1,750000.1,738598.9,750000.1
381180.5,359534.1,750000.1,750000.1,750000.1,750000.1,729918.5,750000.1
378333.8,356820.2,750000.1,750000.1,750000.1,750000.1,721263.4,750000.1
376268.7,354872.7,750000.1,750000.1,750000.1,750000.1,713568.1,750000.1
374538,353253.2,750000.1,750000.1,750000.1,750000.1,706498.3,750000.1
372281.7,351108.3,750000.1,750000.1,750000.1,750000.1,699082.9,750000.1
369797.1,348737.6,750000.1,750000.1,750000.1,750000.1,691472.5,750000.1
368003.3,347046.4,750000.1,750000.1,750000.1,750000.1,684669.9,750000.1
366663.1,345801.6,750000.1,750000.1,750000.1,750000.1,678584.6,750000.1
364895.3,344134.5,750000.1,750000.1,750000.1,750000.1,672261.8,750000.1
362732.9,342073.8,750000.1,750000.1,750000.1,750000.1,665564,750000.1
361124,340553.8,750000.1,750000.1,750000.1,750000.1,659476,750000.1
360070.5,339578,750000.1,750000.1,750000.1,750000.1,654159.1,750000.1
358713.3,338298.5,750000.1,750000.1,750000.1,750000.1,648737.4,750000.1
356817.5,336487.6,750000.1,750000.1,750000.1,750000.1,642788.8,750000.1
355338.6,335086.7,750000.1,750000.1,750000.1,750000.1,637273.9,750000.1
354478,334293.9,750000.1,750000.1,750000.1,750000.1,632552.5,750000.1
353476.4,333365.2,750000.1,750000.1,750000.1,750000.1,627889.5,750000.1
351854,331823.4,750000.1,750000.1,750000.1,750000.1,622635.1,750000.1
350469.8,330515.3,748854.9,748916.8,748623.1,749121.2,617606.4,749536.8
349756.9,329859.4,747239.8,747301.4,747008.7,747505.3,613385.8,747920.9
349041.2,329200,745686.1,745747.9,745456.1,745950.9,609346.9,746366.8
347669.8,327894.1,744158,744219.5,743928.8,744422,604693.1,744838.1
346348.6,326638.8,742704.6,742766.3,742476.2,742968.4,600053.7,743384.4
345713.7,326057.3,741357.4,741419.4,741129.7,741621.1,596196.9,742036.9
345237.4,325631,740071.2,740133,739844.1,740334.2,592679,740750.2
344139.2,324592.1,738805.5,738866.8,738578.5,739067.7,588616.4,739483.6
342898.8,323416.9,737592.3,737653.4,737365.7,737854.2,584361,738270
342295.9,322863.1,736465.5,736526.9,736239.5,736726.8,580793,737142.9
341982.5,322592.2,735396.9,735458.3,735171.3,735657.6,577681.3,736073.6
341115.1,321778,734337.1,734398.7,734112.3,734598.1,574116.3,735013.6
