EEG 1, EEG 2, EEG 3, EEG 4, EEG 5, EEG 6, EEG 7, EEG 8, TRIG
322091.300,306203.100,712151.800,712212.100,711936.900,712405.800,411664.400,712835.300,0.000
321760.200,305908.600,712104.900,712165.400,711890.300,712358.700,410385.100,712788.400,0.000
321806.000,305967.300,712083.800,712144.300,711869.000,712337.700,409537.400,712767.800,0.000
321974.600,306132.000,712067.900,712128.100,711852.900,712321.300,408918.700,712751.700,0.000
321779.300,305954.800,712030.400,712090.800,711815.600,712284.100,407928.400,712714.300,0.000
321398.400,305611.200,711980.900,712041.400,711766.500,712235.100,406651.700,712665.200,0.000
321374.500,305603.400,711955.100,712015.200,711740.400,712209.100,405756.700,712639.600,0.000
321558.700,305782.800,711942.800,712003.100,711728.100,712196.400,405175.700,712627.000,0.000
321444.100,305680.300,711912.800,711972.800,711698.100,712166.500,404314.500,712597.400,0.000
321052.900,305327.300,711868.900,711928.900,711654.600,712122.900,403078.700,712553.800,0.000
320976.000,305269.900,711847.300,711907.600,711632.800,712100.900,402152.100,712532.200,0.000
321167.800,305457.300,711842.800,711902.800,711628.200,712096.100,401602.900,712527.700,0.000
321130.100,305426.700,711820.200,711879.700,711605.400,712073.700,400867.700,712505.100,0.000
320738.100,305071.000,711776.300,711835.600,711561.600,712029.700,399681.300,712461.400,0.000
320591.100,304947.400,711753.300,711813.100,711539.000,712007.300,398709.200,712438.800,0.000
320780.100,305129.300,711754.300,711813.800,711539.900,712008.000,398171.600,712439.900,0.000
320839.900,305183.800,711742.400,711801.900,711527.800,711996.100,397566.200,712428.000,0.000
320461.600,304834.600,711698.600,711757.900,711484.100,711952.400,396448.300,712384.200,0.000
320247.500,304649.200,711672.300,711731.400,711457.300,711925.700,395428.700,712357.200,0.000
320390.000,304791.300,711669.100,711728.400,711454.400,711922.900,394854.100,712354.600,0.000
320513.400,304910.700,711663.800,711723.300,711449.600,711917.500,394340.800,712349.300,0.000
320199.600,304619.300,711628.900,711688.600,711414.400,711882.400,393333.800,712314.800,0.000
319931.200,304380.200,711605.200,711664.600,711390.700,711859.100,392294.200,712291.400,0.000
320048.200,304501.400,711607.500,711666.400,711393.100,711861.300,391708.000,712293.700,0.000
320219.800,304671.400,711610.100,711668.300,711394.900,711862.900,391272.300,712295.900,0.000
319972.600,304448.300,711582.200,711640.300,711367.000,711835.300,390391.200,712267.800,0.000
319640.100,304150.300,711553.000,711611.400,711338.100,711806.200,389323.100,712239.100,0.000
319693.800,304214.300,711550.600,711609.300,711336.400,711804.200,388684.500,712236.900,0.000
319891.400,304406.500,711556.600,711615.300,711342.100,711810.100,388298.600,712242.900,0.000
319725.000,304253.600,711534.400,711592.800,711319.600,711787.600,387540.700,712220.700,0.000
319368.100,303929.300,711504.300,711562.600,711289.600,711757.400,386483.200,712190.600,0.000
319358.900,303931.100,711500.600,711559.100,711286.000,711753.900,385794.600,712187.100,0.000
319577.900,304144.300,711510.900,711569.300,711296.100,711764.000,385440.500,712197.300,0.000
319503.700,304075.100,711498.400,711556.800,711283.800,711751.400,384811.100,712185.000,0.000
319126.100,303727.800,711465.700,711523.900,711251.400,711718.600,383773.500,712152.900,0.000
319051.300,303671.300,711458.800,711516.500,711244.000,711711.500,383026.700,712145.800,0.000
319257.300,303873.700,711466.500,711524.000,711251.700,711719.200,382667.700,712153.300,0.000
319267.300,303887.600,711460.000,711517.800,711245.000,711712.800,382159.500,712147.100,0.000
318897.100,303544.800,711431.100,711489.100,711216.300,711684.600,381178.100,712118.600,0.000
318750.100,303422.100,711420.300,711477.900,711205.400,711673.100,380378.300,712107.800,0.000
318948.200,303617.700,711430.600,711488.300,711215.800,711683.400,380015.500,712118.300,0.000
319041.900,303709.800,711433.500,711491.300,711218.900,711686.900,379613.600,712121.400,0.000
318695.300,303390.800,711405.600,711463.200,711191.300,711658.500,378702.200,712093.600,0.000
318479.800,303202.000,711390.000,711447.800,711175.700,711643.300,377855.700,712078.300,0.000
318637.900,303358.900,711399.100,711457.100,711185.000,711652.500,377457.900,712087.400,0.000
318787.600,303503.000,711404.000,711461.500,711189.600,711657.100,377132.600,712091.800,0.000
318496.100,303231.400,711376.100,711433.500,711161.800,711628.900,376312.600,712063.900,0.000
318215.800,302981.000,711354.900,711411.800,711140.400,711607.700,375415.100,712042.500,0.000
318324.000,303093.600,711363.500,711420.400,711148.900,711616.400,374973.200,712051.600,0.000
318530.300,303291.600,711379.400,711436.500,711164.600,711632.900,374729.800,712067.600,0.000
318329.800,303106.000,711362.000,711419.100,711147.100,711615.300,374043.800,712050.100,0.000
318002.700,302807.800,711338.600,711394.900,711123.800,711591.700,373132.600,712026.800,0.000
318054.200,302868.300,711345.400,711401.800,711130.900,711598.300,372636.700,712033.700,0.000
318274.900,303083.200,711361.400,711417.900,711146.700,711614.300,372418.000,712049.800,0.000
318145.700,302967.000,711348.700,711405.100,711134.200,711601.600,371847.300,712037.000,0.000
317772.800,302629.800,711320.300,711376.800,711105.900,711573.400,370926.800,712008.800,0.000
317753.500,302627.700,711322.700,711379.100,711108.400,711575.900,370364.300,712011.800,0.000
317985.100,302852.400,711339.300,711395.700,711124.900,711592.500,370154.700,712028.100,0.000
317937.600,302807.200,711332.600,711388.800,711117.800,711585.300,369691.400,712021.100,0.000
317572.700,302468.800,711307.900,711364.100,711093.600,711561.200,368804.500,711997.300,0.000
317489.400,302400.700,711303.400,711359.400,711088.900,711557.000,368171.600,711992.600,0.000
317716.900,302620.200,711321.400,711377.500,711107.100,711574.900,367958.700,712010.800,0.000
317764.000,302664.700,711319.400,711375.400,711104.900,711572.600,367613.300,712008.900,0.000
317403.100,302331.400,711291.600,711347.700,711077.400,711544.900,366772.300,711981.400,0.000
317248.600,302199.500,711286.300,711341.900,711071.900,711539.500,366087.300,711975.900,0.000
317455.000,302399.800,711305.900,711361.200,711091.200,711558.900,365852.700,711995.100,0.000
317574.100,302517.800,711312.800,711368.300,711098.300,711566.300,365604.500,712002.300,0.000
317242.300,302212.200,711282.900,711338.300,711068.500,711536.400,364831.300,711972.800,0.000
317015.100,302009.300,711271.400,711326.300,711056.600,711524.400,364088.500,711961.300,0.000
317169.800,302163.300,711286.300,711341.500,711071.900,711539.600,363799.600,711976.300,0.000
317342.900,302328.900,711295.700,711351.200,711081.300,711549.100,363610.500,711985.700,0.000
317091.500,302096.000,711279.200,711334.000,711064.400,711531.900,362952.600,711969.300,0.000
316811.500,301844.800,711265.700,711320.300,711050.900,711518.800,362175.700,711955.900,0.000
316912.100,301949.100,711275.100,711329.600,711060.300,711528.600,361828.800,711964.900,0.000
317119.800,302151.000,711285.800,711340.200,711071.000,711539.100,361686.000,711975.600,0.000
316935.600,301981.400,711272.000,711326.300,711057.500,711525.100,361135.500,711962.300,0.000
316615.600,301687.000,711253.200,711307.400,711038.400,711506.400,360337.500,711943.300,0.000
316670.900,301747.200,711262.500,711316.800,711047.800,711516.100,359945.000,711952.900,0.000
316916.300,301984.100,711283.900,711337.400,711068.700,711537.000,359846.200,711973.800,0.000
316819.900,301896.800,711274.600,711328.400,711059.600,711528.100,359410.500,711965.100,0.000
316464.000,301569.600,711249.100,711302.900,711034.300,711502.400,358607.300,711939.800,0.000
316453.300,301570.400,711254.900,711309.000,711040.400,711508.200,358145.300,711946.200,0.000
316686.300,301793.600,711273.500,711327.600,711059.100,711526.900,358031.500,711964.700,0.000
316672.000,301780.600,711268.700,711322.500,711054.100,711521.800,357702.900,711959.700,0.000
316315.800,301451.600,711246.500,711300.300,711031.900,711499.600,356932.600,711937.300,0.000
316237.800,301390.100,711249.600,711303.100,711035.300,711502.600,356407.600,711940.400,0.000
316451.300,301592.600,711264.600,711317.900,711050.000,711517.700,356268.800,711955.300,0.000
316503.100,301643.000,711263.600,711316.900,711049.000,711516.800,356025.800,711954.600,0.000
316174.300,301341.000,711240.900,711294.100,711026.600,711494.100,355311.100,711932.100,0.000
316013.100,301200.900,711235.400,711288.400,711020.800,711488.300,354710.700,711926.700,0.000
316205.800,301387.700,711252.800,711306.100,711038.400,711506.300,354550.400,711944.300,0.000
316350.100,301526.500,711262.900,711315.800,711048.600,711516.500,354410.200,711954.300,0.000
316061.000,301258.300,711244.700,711297.300,711030.100,711498.200,353771.800,711936.300,0.000
315837.400,301056.500,711237.000,711289.100,711022.500,711490.500,353115.000,711928.700,0.000
315990.600,301206.600,711250.000,711301.300,711035.800,711503.400,352901.300,711941.600,0.000
316194.200,301402.400,711263.600,711315.100,711049.900,711517.600,352826.800,711955.500,0.000
315979.800,301204.400,711251.500,711302.100,711038.200,711505.400,352295.700,711943.900,0.000
315669.400,300919.300,711230.800,711280.200,711017.500,711485.400,351575.000,711923.900,0.000
315758.700,301011.500,711241.300,711290.300,711028.600,711496.600,351298.700,711934.800,0.000
315991.500,301232.600,711261.300,711309.200,711048.200,711516.300,351259.800,711954.500,0.000
315843.900,301096.900,711249.700,711297.000,711037.100,711505.100,350825.300,711943.100,0.000
315514.800,300795.100,711230.700,711276.400,711018.800,711486.300,350105.600,711924.400,0.000
315561.300,300848.900,711239.700,711284.900,711028.200,711495.300,349775.700,711933.500,0.000
315801.000,301078.800,711255.800,711301.100,711044.200,711511.600,349749.600,711949.800,0.000
315735.200,301017.100,711250.000,711294.600,711038.400,711506.100,349431.400,711944.600,0.000
315388.800,300695.300,711229.700,711272.600,711019.100,711486.800,348716.800,711925.800,0.000
315341.600,300660.600,711230.100,711272.600,711020.200,711488.100,348287.200,711926.700,0.000
315576.400,300885.200,711246.900,711289.300,711037.100,711504.900,348240.700,711943.600,0.000
315609.000,300917.800,711248.900,711290.600,711039.300,711506.800,348029.800,711945.600,0.000
315257.600,300592.000,711223.300,711263.400,711014.100,711481.900,347340.800,711920.300,0.000
315148.300,300500.400,711221.200,711260.100,711012.300,711480.100,346853.200,711918.600,0.000
315374.700,300718.300,711240.300,711279.100,711032.100,711499.500,346792.900,711938.300,0.000
315473.100,300812.800,711246.100,711284.500,711037.800,711505.500,346663.000,711944.300,0.000
315157.700,300519.800,711226.400,711263.200,711018.300,711486.100,346039.700,711925.200,0.000
314992.300,300373.600,711221.600,711257.700,711014.100,711481.800,345495.700,711920.900,0.000
315177.600,300548.300,711235.900,711271.400,711028.700,711496.400,345383.300,711935.200,0.000
315348.300,300705.500,711248.400,711283.800,711041.400,711509.000,345331.000,711947.900,0.000
315075.700,300448.700,711229.100,711263.200,711022.300,711490.100,344780.100,711928.800,0.000
314825.600,300219.800,711213.300,711246.300,711007.300,711474.900,344159.800,711913.800,0.000
314975.300,300365.100,711228.600,711260.900,711022.800,711490.700,344001.000,711929.600,0.000
315196.500,300574.900,711245.500,711277.500,711039.300,711507.300,344006.100,711946.400,0.000
314996.300,300389.500,711234.100,711265.000,711028.200,711496.000,343560.900,711935.100,0.000
314699.900,300119.200,711216.900,711246.800,711012.300,711479.600,342913.400,711918.800,0.000
314760.800,300181.500,711221.100,711250.300,711017.100,711484.300,342663.500,711923.500,0.000
315006.800,300414.100,711240.100,711268.800,711035.600,711503.100,342687.200,711941.700,0.000
314900.600,300317.000,711232.600,711260.400,711028.200,711495.800,342351.300,711934.900,0.000
314567.600,300007.600,711212.600,711238.900,711008.900,711476.600,341682.000,711916.300,0.000
314592.900,300037.200,711220.400,711245.900,711017.200,711485.000,341383.700,711924.000,0.000
314846.900,300279.600,711239.600,711264.800,711036.400,711504.200,341418.400,711943.300,0.000
314816.200,300250.800,711235.100,711259.800,711032.200,711500.100,341183.900,711939.700,0.000
314474.800,299932.500,711212.900,711236.000,711010.900,711478.400,340535.800,711918.100,0.000
314447.100,299913.100,711219.500,711241.400,711017.800,711485.200,340180.700,711925.100,0.000
314679.100,300130.200,711237.400,711259.400,711035.800,711503.300,340180.600,711943.300,0.000
314726.800,300172.400,711238.700,711260.800,711037.400,711505.300,340040.700,711945.100,0.000
314381.300,299846.500,711214.300,711234.300,711013.100,711481.000,339412.700,711920.600,0.000
314376.100,299880.700,711223.700,711242.400,711022.400,711490.600,339120.000,711930.100,0.000
314975.700,300631.800,711274.400,711294.600,711073.500,711541.400,339848.400,711980.900,0.000
315014.400,300833.800,711277.700,711297.600,711077.000,711544.900,340177.600,711984.600,0.000
314354.300,300256.000,711235.300,711252.900,711035.500,711502.900,339475.000,711942.800,0.000
313889.000,299800.500,711209.800,711225.400,711010.600,711478.300,338692.800,711917.800,0.000
313931.900,299796.000,711220.500,711235.400,711021.900,711489.700,338400.300,711928.900,0.000
314070.100,299881.100,711231.500,711245.900,711032.800,711500.400,338267.800,711940.100,0.000
313836.400,299635.700,711213.600,711226.800,711015.600,711483.100,337736.800,711923.100,0.000
313597.800,299399.700,711200.000,711211.600,711002.600,711470.400,337127.600,711910.300,0.000
313734.400,299506.900,711214.300,711225.100,711017.300,711484.900,336933.000,711924.800,0.000
313974.100,299707.100,711232.200,711242.800,711035.100,711502.800,336928.300,711942.400,0.000
313838.300,299563.400,711219.100,711228.400,711022.300,711489.900,336542.900,711929.300,0.000
313567.100,299301.600,711201.900,711209.500,711006.000,711473.300,335944.800,711912.900,0.000
313656.300,299372.200,711216.400,711223.600,711020.600,711488.300,335718.500,711928.100,0.000
313904.900,299585.400,711234.300,711241.500,711038.400,711505.900,335738.800,711945.900,0.000
313841.900,299511.000,711226.000,711232.400,711030.800,711498.200,335460.600,711938.400,0.000
313547.000,299230.100,711206.900,711211.400,711012.400,711479.900,334866.900,711919.900,0.000
313551.900,299226.200,711210.000,711213.600,711016.200,711483.400,334564.900,711923.500,0.000
313798.300,299440.200,711228.600,711231.900,711034.400,711501.600,334591.200,711941.700,0.000
