EEG 1, EEG 2, EEG 3, EEG 4, EEG 5, EEG 6, EEG 7, EEG 8, TRIG
620118.600,-750000.100,23545.420,283497.600,48378.480,317652.200,276415.200,-252705.400,0.000
613622.600,-750000.100,-318128.000,216713.000,-192078.300,444520.300,62917.390,-242070.000,0.000
742169.300,-346352.000,-389151.300,454724.900,-398002.200,573787.800,-359986.200,-237378.800,0.000
750000.100,254593.800,518786.200,468160.900,-43880.410,579005.800,-241327.500,-39873.910,0.000
750000.100,665982.100,750000.100,495741.000,345301.100,719843.100,293441.700,316440.600,0.000
750000.100,673860.900,750000.100,750000.100,518046.300,750000.100,517761.700,456151.100,0.000
750000.100,674454.200,750000.100,750000.100,715766.400,750000.100,605002.200,548837.300,0.000
750000.100,670320.900,679865.600,750000.100,673296.200,750000.100,611840.300,639608.700,0.000
750000.100,732148.100,750000.100,750000.100,659123.800,750000.100,589406.800,639391.300,0.000
750000.100,750000.100,750000.100,750000.100,676592.200,750000.100,592286.800,750000.100,0.000
750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,729074.100,750000.100,0.000
750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
750000.100,734217.600,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
750000.100,707509.800,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
744562.900,683146.600,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
720371.400,661572.600,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
698438.100,642031.600,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
677599.100,623470.900,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
658050.500,606061.500,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
640593.300,590535.900,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
624822.600,576522.900,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
609670.600,563068.800,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
595143.000,550165.300,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
582154.300,538654.900,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
570478.300,528309.300,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
559205.900,518310.500,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
548054.000,508412.600,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
538018.900,499523.600,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
529118.200,491647.200,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
520577.400,484087.700,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
511968.000,476462.300,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
504063.100,469469.000,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
497125.700,463343.500,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
490518.000,457501.800,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
483696.400,451457.000,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
477327.000,445824.700,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
471833.800,440981.700,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
466662.800,436412.700,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
461221.000,431593.300,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
456008.700,426991.000,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
451543.300,423058.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
447456.300,419450.700,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
443129.500,415624.700,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
438705.100,411708.300,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
435007.000,408454.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
431815.000,405652.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
428362.800,402607.200,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
424700.300,399375.300,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
421580.200,396634.900,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
418936.700,394313.400,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
