Real Time,Elapsed Time,Event
1745259184.4516132,0.000,Start Trial 16 - Backward
1745259186.4539056,2.002,Start Flashing - Backward
1745259186.4549243,2.003,Flash [Backward]
1745259186.8567796,2.405,Flash [Left]
1745259187.2587352,2.807,Flash [Forward]
1745259187.661081,3.209,Flash [Backward]
1745259188.0624702,3.611,Flash [Forward]
1745259188.4646094,4.013,Flash [Forward]
1745259188.867109,4.415,Flash [Forward]
1745259189.2696333,4.818,Flash [Forward]
1745259189.6717463,5.220,Flash [Forward]
1745259190.0737946,5.622,Flash [Left]
1745259190.4761078,6.024,Flash [Right]
1745259190.8780444,6.426,Flash [Right]
1745259191.2801569,6.829,Flash [Forward]
1745259191.6825001,7.231,Flash [Forward]
1745259192.084775,7.633,Flash [Forward]
1745259192.4870574,8.035,Flash [Backward]
1745259192.8898842,8.438,Flash [Left]
1745259193.2916596,8.840,Flash [Forward]
1745259193.6946313,9.243,Flash [Left]
1745259194.096055,9.644,Flash [Backward]
1745259194.49874,10.047,Flash [Right]
1745259194.9010587,10.449,Flash [Forward]
1745259195.3027298,10.851,Flash [Left]
1745259195.7049346,11.253,Flash [Right]
1745259196.1071613,11.656,Flash [Forward]
1745259196.5093818,12.058,End Flashing - Backward
1745259206.509946,22.058,Baseline - Backward
1745259206.509946,22.058,End Trial 16 - Backward
