Real Time,Elapsed Time,Event
1745258963.8436205,0.000,Start Trial 6 - Right
1745258965.8461983,2.003,Start Flashing - Right
1745258965.8467374,2.003,Flash [Right]
1745258966.248491,2.405,Flash [Right]
1745258966.6504867,2.807,Flash [Right]
1745258967.0535617,3.210,Flash [Forward]
1745258967.4549172,3.611,Flash [Backward]
1745258967.8568757,4.013,Flash [Right]
1745258968.259377,4.416,Flash [Forward]
1745258968.661634,4.818,Flash [Backward]
1745258969.0634646,5.220,Flash [Right]
1745258969.4655488,5.622,Flash [Backward]
1745258969.8680568,6.024,Flash [Right]
1745258970.2695127,6.426,Flash [Right]
1745258970.672549,6.829,Flash [Backward]
1745258971.074827,7.231,Flash [Left]
1745258971.4768963,7.633,Flash [Backward]
1745258971.8795507,8.036,Flash [Left]
1745258972.2817392,8.438,Flash [Forward]
1745258972.6833243,8.840,Flash [Forward]
1745258973.08589,9.242,Flash [Left]
1745258973.488001,9.644,Flash [Forward]
1745258973.8905053,10.047,Flash [Right]
1745258974.2925715,10.449,Flash [Forward]
1745258974.694262,10.851,Flash [Backward]
1745258975.0966249,11.253,Flash [Right]
1745258975.4985561,11.655,Flash [Left]
1745258975.900911,12.057,End Flashing - Right
1745258985.9018204,22.058,Baseline - Right
1745258985.9018204,22.058,End Trial 6 - Right
