Real Time,Elapsed Time,Event
1745446555.2782235,0.000,Start Trial 17 - Right
1745446557.279767,2.002,Start Flashing - Right
1745446557.2802856,2.002,Flash [Forward]
1745446557.6819837,2.404,Flash [Right]
1745446558.0841486,2.806,Flash [Right]
1745446558.487113,3.209,Flash [Left]
1745446558.8891003,3.611,Flash [Forward]
1745446559.2911086,4.013,Flash [Backward]
1745446559.6937058,4.415,Flash [Left]
1745446560.0964093,4.818,Flash [Backward]
1745446560.4983003,5.220,Flash [Forward]
1745446560.9005728,5.622,Flash [Left]
1745446561.3030808,6.025,Flash [Forward]
1745446561.7061162,6.428,Flash [Right]
1745446562.1084876,6.830,Flash [Left]
1745446562.5102808,7.232,Flash [Forward]
1745446562.9124043,7.634,Flash [Backward]
1745446563.3145564,8.036,Flash [Right]
1745446563.7170477,8.439,Flash [Left]
1745446564.1202312,8.842,Flash [Left]
1745446564.5212533,9.243,Flash [Forward]
1745446564.923628,9.645,Flash [Left]
1745446565.3257148,10.047,Flash [Right]
1745446565.7282443,10.450,Flash [Right]
1745446566.131215,10.853,Flash [Left]
1745446566.5331397,11.255,Flash [Left]
1745446566.9360585,11.658,Flash [Backward]
1745446567.337978,12.060,End Flashing - Right
1745446577.3386693,22.060,Baseline - Right
1745446577.3386693,22.060,End Trial 17 - Right
