Real Time,Elapsed Time,Event
1745446378.7918305,0.000,Start Trial 9 - Backward
1745446380.7946005,2.003,Start Flashing - Backward
1745446380.7946005,2.003,Flash [Left]
1745446381.197484,2.406,Flash [Backward]
1745446381.5991526,2.807,Flash [Backward]
1745446382.001558,3.210,Flash [Backward]
1745446382.4035008,3.612,Flash [Backward]
1745446382.8049836,4.013,Flash [Right]
1745446383.207818,4.416,Flash [Backward]
1745446383.6098335,4.818,Flash [Backward]
1745446384.0118933,5.220,Flash [Right]
1745446384.4144113,5.623,Flash [Forward]
1745446384.8174298,6.026,Flash [Forward]
1745446385.2189713,6.427,Flash [Forward]
1745446385.6215222,6.830,Flash [Forward]
1745446386.0239356,7.232,Flash [Left]
1745446386.425856,7.634,Flash [Forward]
1745446386.8278012,8.036,Flash [Forward]
1745446387.2302823,8.438,Flash [Left]
1745446387.6326525,8.841,Flash [Left]
1745446388.0349877,9.243,Flash [Backward]
1745446388.4362378,9.644,Flash [Forward]
1745446388.8380532,10.046,Flash [Left]
1745446389.2403572,10.449,Flash [Right]
1745446389.6429782,10.851,Flash [Left]
1745446390.0450783,11.253,Flash [Forward]
1745446390.447807,11.656,Flash [Backward]
1745446390.8495338,12.058,End Flashing - Backward
1745446400.850374,22.059,Baseline - Backward
1745446400.850374,22.059,End Trial 9 - Backward
