Real Time,Elapsed Time,Event
1745259206.511511,0.000,Start Trial 17 - Forward
1745259208.5139601,2.002,Start Flashing - Forward
1745259208.5149724,2.003,Flash [Backward]
1745259208.9166958,2.405,Flash [Left]
1745259209.3195713,2.808,Flash [Backward]
1745259209.7218869,3.210,Flash [Forward]
1745259210.1244717,3.613,Flash [Left]
1745259210.5270145,4.016,Flash [Forward]
1745259210.929401,4.418,Flash [Left]
1745259211.331206,4.820,Flash [Right]
1745259211.733699,5.222,Flash [Forward]
1745259212.1358254,5.624,Flash [Right]
1745259212.5379975,6.026,Flash [Right]
1745259212.940261,6.429,Flash [Backward]
1745259213.3426018,6.831,Flash [Forward]
1745259213.744475,7.233,Flash [Right]
1745259214.1465943,7.635,Flash [Forward]
1745259214.5489833,8.037,Flash [Forward]
1745259214.950972,8.439,Flash [Left]
1745259215.3545535,8.843,Flash [Left]
1745259215.7557685,9.244,Flash [Forward]
1745259216.158161,9.647,Flash [Forward]
1745259216.5600774,10.049,Flash [Forward]
1745259216.9627235,10.451,Flash [Left]
1745259217.3642545,10.853,Flash [Forward]
1745259217.7668748,11.255,Flash [Backward]
1745259218.168547,11.657,Flash [Right]
1745259218.5708008,12.059,End Flashing - Forward
1745259228.57167,22.060,Baseline - Forward
1745259228.57167,22.060,End Trial 17 - Forward
