Real Time,Elapsed Time,Event
1745192971.7449875,0.000,Start Trial 10 - Backward
1745192973.7478397,2.003,Start Flashing - Backward
1745192973.7488596,2.004,"Flash ['Forward', 'Left']"
1745192973.950976,2.206,"Flash ['Backward', 'Forward']"
1745192974.1531463,2.408,"Flash ['Left', 'Forward']"
1745192974.3550332,2.610,"Flash ['Backward', 'Forward']"
1745192974.557971,2.813,"Flash ['Left', 'Backward']"
1745192974.7600317,3.015,"Flash ['Backward', 'Forward']"
1745192974.9621058,3.217,"Flash ['Backward', 'Forward']"
1745192975.1650438,3.420,"Flash ['Left', 'Backward']"
1745192975.3667934,3.622,"Flash ['Right', 'Forward']"
1745192975.5696728,3.825,"Flash ['Forward', 'Right']"
1745192975.7719266,4.027,"Flash ['Right', 'Backward']"
1745192975.973724,4.229,"Flash ['Backward', 'Forward']"
1745192976.1765735,4.432,"Flash ['Left', 'Forward']"
1745192976.3792386,4.634,"Flash ['Right', 'Left']"
1745192976.5809274,4.836,"Flash ['Forward', 'Right']"
1745192976.7843413,5.039,"Flash ['Forward', 'Left']"
1745192976.986439,5.241,"Flash ['Backward', 'Forward']"
1745192977.1879287,5.443,"Flash ['Right', 'Left']"
1745192977.3912137,5.646,"Flash ['Left', 'Forward']"
1745192977.593202,5.848,"Flash ['Left', 'Backward']"
1745192977.7951021,6.050,"Flash ['Forward', 'Backward']"
1745192977.9990208,6.254,"Flash ['Backward', 'Left']"
1745192978.2001657,6.455,"Flash ['Right', 'Backward']"
1745192978.4023886,6.657,"Flash ['Forward', 'Left']"
1745192978.6048784,6.860,"Flash ['Left', 'Forward']"
1745192978.808721,7.064,"Flash ['Forward', 'Backward']"
1745192979.0109746,7.266,"Flash ['Right', 'Backward']"
1745192979.212769,7.468,"Flash ['Backward', 'Left']"
1745192979.4158623,7.671,"Flash ['Right', 'Forward']"
1745192979.6188955,7.874,"Flash ['Left', 'Right']"
1745192979.8203661,8.075,"Flash ['Left', 'Forward']"
1745192980.023831,8.279,"Flash ['Left', 'Backward']"
1745192980.2250772,8.480,"Flash ['Forward', 'Left']"
1745192980.4280558,8.683,"Flash ['Left', 'Backward']"
1745192980.6300056,8.885,"Flash ['Backward', 'Left']"
1745192980.832604,9.088,"Flash ['Backward', 'Left']"
1745192981.034492,9.290,"Flash ['Right', 'Forward']"
1745192981.2379334,9.493,"Flash ['Left', 'Backward']"
1745192981.439883,9.695,"Flash ['Forward', 'Backward']"
1745192981.642992,9.898,"Flash ['Left', 'Right']"
1745192981.8442852,10.099,"Flash ['Right', 'Forward']"
1745192982.0478256,10.303,"Flash ['Left', 'Backward']"
1745192982.249794,10.505,"Flash ['Forward', 'Right']"
1745192982.4520013,10.707,"Flash ['Left', 'Right']"
1745192982.6540794,10.909,"Flash ['Forward', 'Left']"
1745192982.8571005,11.112,"Flash ['Left', 'Forward']"
1745192983.0600388,11.315,"Flash ['Right', 'Left']"
1745192983.261986,11.517,"Flash ['Right', 'Forward']"
1745192983.4642708,11.719,"Flash ['Left', 'Forward']"
1745192983.6669655,11.922,"Flash ['Backward', 'Right']"
1745192983.8693426,12.124,End Flashing - Backward
1745192993.8703687,22.125,Baseline - Backward
1745192993.8703687,22.125,End Trial 10 - Backward
