Real Time,Elapsed Time,Event
1745448168.6706264,0.000,Start Trial 5 - Forward
1745448170.6726189,2.002,Start Flashing - Forward
1745448170.673138,2.003,Flash [Right]
1745448171.0747252,2.404,Flash [Right]
1745448171.4770763,2.806,Flash [Right]
1745448171.8797374,3.209,Flash [Backward]
1745448172.2822354,3.612,Flash [Right]
1745448172.6841521,4.014,Flash [Forward]
1745448173.0862145,4.416,Flash [Backward]
1745448173.4893966,4.819,Flash [Left]
1745448173.8920035,5.221,Flash [Left]
1745448174.293946,5.623,Flash [Left]
1745448174.6964943,6.026,Flash [Backward]
1745448175.0996068,6.429,Flash [Left]
1745448175.5020027,6.831,Flash [Left]
1745448175.9042358,7.234,Flash [Left]
1745448176.305786,7.635,Flash [Backward]
1745448176.708749,8.038,Flash [Backward]
1745448177.1104527,8.440,Flash [Left]
1745448177.5128238,8.842,Flash [Right]
1745448177.915119,9.244,Flash [Backward]
1745448178.3172357,9.647,Flash [Right]
1745448178.7200758,10.049,Flash [Left]
1745448179.1215386,10.451,Flash [Left]
1745448179.5236683,10.853,Flash [Right]
1745448179.925475,11.255,Flash [Backward]
1745448180.3282297,11.658,Flash [Left]
1745448180.7299752,12.059,End Flashing - Forward
1745448190.730593,22.060,Baseline - Forward
1745448190.730593,22.060,End Trial 5 - Forward
