Real Time,Elapsed Time,Event
1745191542.832266,0.000,Start Trial 2 - Forward
1745191544.8344393,2.002,Start Flashing - Forward
1745191544.835456,2.003,"Flash ['Left', 'Backward']"
1745191545.037452,2.205,"Flash ['Right', 'Forward']"
1745191545.2403216,2.408,"Flash ['Right', 'Left']"
1745191545.4439003,2.612,"Flash ['Backward', 'Forward']"
1745191545.6473489,2.815,"Flash ['Backward', 'Left']"
1745191545.8513818,3.019,"Flash ['Left', 'Forward']"
1745191546.0546913,3.222,"Flash ['Left', 'Right']"
1745191546.2566538,3.424,"Flash ['Backward', 'Forward']"
1745191546.4604297,3.628,"Flash ['Backward', 'Right']"
1745191546.6623933,3.830,"Flash ['Forward', 'Right']"
1745191546.8649185,4.033,"Flash ['Backward', 'Right']"
1745191547.0684447,4.236,"Flash ['Forward', 'Right']"
1745191547.2711737,4.439,"Flash ['Left', 'Right']"
1745191547.474098,4.642,"Flash ['Forward', 'Left']"
1745191547.6765215,4.844,"Flash ['Backward', 'Forward']"
1745191547.8787694,5.047,"Flash ['Forward', 'Left']"
1745191548.0807602,5.248,"Flash ['Forward', 'Backward']"
1745191548.2837205,5.451,"Flash ['Backward', 'Forward']"
1745191548.4860306,5.654,"Flash ['Right', 'Forward']"
1745191548.687874,5.856,"Flash ['Right', 'Forward']"
1745191548.8910134,6.059,"Flash ['Forward', 'Backward']"
1745191549.092562,6.260,"Flash ['Forward', 'Backward']"
1745191549.296534,6.464,"Flash ['Right', 'Left']"
1745191549.499263,6.667,"Flash ['Left', 'Right']"
1745191549.7013435,6.869,"Flash ['Right', 'Forward']"
1745191549.9040782,7.072,"Flash ['Backward', 'Forward']"
1745191550.106564,7.274,"Flash ['Left', 'Right']"
1745191550.308148,7.476,"Flash ['Right', 'Forward']"
1745191550.5113668,7.679,"Flash ['Forward', 'Left']"
1745191550.7136478,7.881,"Flash ['Right', 'Backward']"
1745191550.9155407,8.083,"Flash ['Backward', 'Forward']"
1745191551.118131,8.286,"Flash ['Right', 'Backward']"
1745191551.3203743,8.488,"Flash ['Left', 'Right']"
1745191551.5225487,8.690,"Flash ['Backward', 'Forward']"
1745191551.7259755,8.894,"Flash ['Left', 'Right']"
1745191551.9274392,9.095,"Flash ['Left', 'Right']"
1745191552.1294286,9.297,"Flash ['Forward', 'Right']"
1745191552.3316188,9.499,"Flash ['Right', 'Left']"
1745191552.534164,9.702,"Flash ['Backward', 'Right']"
1745191552.7365382,9.904,"Flash ['Forward', 'Backward']"
1745191552.9386318,10.106,"Flash ['Forward', 'Backward']"
1745191553.1410663,10.309,"Flash ['Backward', 'Forward']"
1745191553.342367,10.510,"Flash ['Forward', 'Left']"
1745191553.5445652,10.712,"Flash ['Backward', 'Left']"
1745191553.7464817,10.914,"Flash ['Right', 'Left']"
1745191553.9486237,11.116,"Flash ['Right', 'Backward']"
1745191554.151068,11.319,"Flash ['Right', 'Forward']"
1745191554.3540437,11.522,"Flash ['Left', 'Backward']"
1745191554.5555549,11.723,"Flash ['Right', 'Forward']"
1745191554.7579362,11.926,"Flash ['Backward', 'Right']"
1745191554.9603446,12.128,End Flashing - Forward
1745191564.961327,22.129,Baseline - Forward
1745191564.961327,22.129,End Trial 2 - Forward
