Real Time,Elapsed Time,Event
1745191609.2081082,0.000,Start Trial 5 - Forward
1745191611.2103634,2.002,Start Flashing - Forward
1745191611.2108839,2.003,"Flash ['Left', 'Right']"
1745191611.4135823,2.205,"Flash ['Right', 'Forward']"
1745191611.6151054,2.407,"Flash ['Forward', 'Right']"
1745191611.8174257,2.609,"Flash ['Forward', 'Backward']"
1745191612.0203812,2.812,"Flash ['Backward', 'Right']"
1745191612.2222085,3.014,"Flash ['Backward', 'Left']"
1745191612.424644,3.217,"Flash ['Right', 'Forward']"
1745191612.6272564,3.419,"Flash ['Right', 'Left']"
1745191612.8301322,3.622,"Flash ['Forward', 'Left']"
1745191613.0328562,3.825,"Flash ['Right', 'Backward']"
1745191613.2353845,4.027,"Flash ['Backward', 'Left']"
1745191613.4384978,4.230,"Flash ['Forward', 'Right']"
1745191613.6406176,4.433,"Flash ['Forward', 'Left']"
1745191613.84264,4.635,"Flash ['Backward', 'Right']"
1745191614.0463586,4.838,"Flash ['Left', 'Backward']"
1745191614.2476385,5.040,"Flash ['Backward', 'Left']"
1745191614.450088,5.242,"Flash ['Backward', 'Forward']"
1745191614.653479,5.445,"Flash ['Left', 'Forward']"
1745191614.8556263,5.648,"Flash ['Left', 'Backward']"
1745191615.0566108,5.849,"Flash ['Left', 'Forward']"
1745191615.258862,6.051,"Flash ['Forward', 'Right']"
1745191615.4619055,6.254,"Flash ['Forward', 'Left']"
1745191615.6639132,6.456,"Flash ['Right', 'Left']"
1745191615.8669257,6.659,"Flash ['Right', 'Left']"
1745191616.069332,6.861,"Flash ['Forward', 'Left']"
1745191616.2711732,7.063,"Flash ['Left', 'Right']"
1745191616.4733715,7.265,"Flash ['Backward', 'Left']"
1745191616.6756258,7.468,"Flash ['Backward', 'Forward']"
1745191616.8790965,7.671,"Flash ['Backward', 'Left']"
1745191617.081148,7.873,"Flash ['Left', 'Backward']"
1745191617.2837293,8.076,"Flash ['Left', 'Forward']"
1745191617.4851687,8.277,"Flash ['Right', 'Forward']"
1745191617.687953,8.480,"Flash ['Forward', 'Right']"
1745191617.8892257,8.681,"Flash ['Forward', 'Left']"
1745191618.0924516,8.884,"Flash ['Forward', 'Left']"
1745191618.294066,9.086,"Flash ['Backward', 'Right']"
1745191618.4969783,9.289,"Flash ['Right', 'Left']"
1745191618.698567,9.490,"Flash ['Forward', 'Backward']"
1745191618.901606,9.693,"Flash ['Backward', 'Left']"
1745191619.1042898,9.896,"Flash ['Backward', 'Left']"
1745191619.3069868,10.099,"Flash ['Backward', 'Right']"
1745191619.5089262,10.301,"Flash ['Backward', 'Right']"
1745191619.7120903,10.504,"Flash ['Backward', 'Forward']"
1745191619.9138637,10.706,"Flash ['Right', 'Forward']"
1745191620.1164982,10.908,"Flash ['Left', 'Forward']"
1745191620.3181584,11.110,"Flash ['Backward', 'Right']"
1745191620.5210724,11.313,"Flash ['Right', 'Left']"
1745191620.7231483,11.515,"Flash ['Forward', 'Left']"
1745191620.925232,11.717,"Flash ['Forward', 'Right']"
1745191621.1291845,11.921,"Flash ['Left', 'Right']"
1745191621.331005,12.123,End Flashing - Forward
1745191631.3318884,22.124,Baseline - Forward
1745191631.3318884,22.124,End Trial 5 - Forward
