Real Time,Elapsed Time,Event
1745191808.317669,0.000,Start Trial 14 - Right
1745191810.3200817,2.002,Start Flashing - Right
1745191810.3205886,2.003,"Flash ['Backward', 'Right']"
1745191810.5227535,2.205,"Flash ['Right', 'Backward']"
1745191810.7254744,2.408,"Flash ['Right', 'Left']"
1745191810.9276998,2.610,"Flash ['Backward', 'Forward']"
1745191811.1301901,2.813,"Flash ['Left', 'Right']"
1745191811.3322816,3.015,"Flash ['Backward', 'Left']"
1745191811.5343373,3.217,"Flash ['Forward', 'Right']"
1745191811.737542,3.420,"Flash ['Right', 'Left']"
1745191811.939147,3.621,"Flash ['Forward', 'Right']"
1745191812.1425228,3.825,"Flash ['Left', 'Backward']"
1745191812.3441265,4.026,"Flash ['Forward', 'Backward']"
1745191812.5473793,4.230,"Flash ['Forward', 'Backward']"
1745191812.7492347,4.432,"Flash ['Right', 'Left']"
1745191812.950873,4.633,"Flash ['Left', 'Right']"
1745191813.15353,4.836,"Flash ['Right', 'Backward']"
1745191813.355918,5.038,"Flash ['Forward', 'Backward']"
1745191813.558674,5.241,"Flash ['Forward', 'Backward']"
1745191813.7611918,5.444,"Flash ['Left', 'Right']"
1745191813.9634967,5.646,"Flash ['Backward', 'Forward']"
1745191814.1662045,5.849,"Flash ['Left', 'Forward']"
1745191814.3690588,6.051,"Flash ['Right', 'Left']"
1745191814.5713506,6.254,"Flash ['Backward', 'Left']"
1745191814.7736514,6.456,"Flash ['Backward', 'Right']"
1745191814.9759064,6.658,"Flash ['Backward', 'Left']"
1745191815.1788142,6.861,"Flash ['Backward', 'Forward']"
1745191815.3804867,7.063,"Flash ['Right', 'Forward']"
1745191815.583029,7.265,"Flash ['Left', 'Right']"
1745191815.785175,7.468,"Flash ['Backward', 'Forward']"
1745191815.9877875,7.670,"Flash ['Forward', 'Right']"
1745191816.1896493,7.872,"Flash ['Forward', 'Backward']"
1745191816.392392,8.075,"Flash ['Forward', 'Right']"
1745191816.594235,8.277,"Flash ['Right', 'Forward']"
1745191816.7974074,8.480,"Flash ['Left', 'Right']"
1745191817.000259,8.683,"Flash ['Backward', 'Forward']"
1745191817.2019374,8.884,"Flash ['Forward', 'Right']"
1745191817.4052992,9.088,"Flash ['Left', 'Backward']"
1745191817.6070561,9.289,"Flash ['Backward', 'Forward']"
1745191817.8096364,9.492,"Flash ['Left', 'Right']"
1745191818.0119803,9.694,"Flash ['Right', 'Forward']"
1745191818.2143204,9.897,"Flash ['Forward', 'Left']"
1745191818.4175715,10.100,"Flash ['Left', 'Backward']"
1745191818.6197758,10.302,"Flash ['Forward', 'Right']"
1745191818.8220189,10.504,"Flash ['Backward', 'Forward']"
1745191819.0239565,10.706,"Flash ['Backward', 'Right']"
1745191819.227118,10.909,"Flash ['Right', 'Backward']"
1745191819.4298017,11.112,"Flash ['Backward', 'Left']"
1745191819.631183,11.314,"Flash ['Left', 'Right']"
1745191819.8351908,11.518,"Flash ['Left', 'Forward']"
1745191820.03686,11.719,"Flash ['Right', 'Left']"
1745191820.2395976,11.922,"Flash ['Left', 'Backward']"
1745191820.440991,12.123,End Flashing - Right
1745191830.4415228,22.124,Baseline - Right
1745191830.4415228,22.124,End Trial 14 - Right
