Real Time,Elapsed Time,Event
1745446422.9087574,0.000,Start Trial 11 - Left
1745446424.9111764,2.002,Start Flashing - Left
1745446424.9116828,2.003,Flash [Left]
1745446425.3139248,2.405,Flash [Backward]
1745446425.7161138,2.807,Flash [Right]
1745446426.118781,3.210,Flash [Forward]
1745446426.520994,3.612,Flash [Backward]
1745446426.9230084,4.014,Flash [Right]
1745446427.3260863,4.417,Flash [Forward]
1745446427.7285888,4.820,Flash [Forward]
1745446428.1305492,5.222,Flash [Forward]
1745446428.5330298,5.624,Flash [Backward]
1745446428.9346087,6.026,Flash [Left]
1745446429.3375702,6.429,Flash [Backward]
1745446429.7396955,6.831,Flash [Right]
1745446430.1416895,7.233,Flash [Forward]
1745446430.5439363,7.635,Flash [Backward]
1745446430.946053,8.037,Flash [Forward]
1745446431.3486602,8.440,Flash [Backward]
1745446431.751033,8.842,Flash [Backward]
1745446432.1528406,9.244,Flash [Right]
1745446432.5547113,9.646,Flash [Left]
1745446432.95736,10.049,Flash [Left]
1745446433.3588653,10.450,Flash [Backward]
1745446433.7609363,10.852,Flash [Backward]
1745446434.163156,11.254,Flash [Right]
1745446434.565647,11.657,Flash [Right]
1745446434.9681628,12.059,End Flashing - Left
1745446444.9690084,22.060,Baseline - Left
1745446444.9690084,22.060,End Trial 11 - Left
