Real Time,Elapsed Time,Event
1745446902.346625,0.000,Start Trial 1 - Backward
1745446904.3487914,2.002,Start Flashing - Backward
1745446904.3487914,2.002,Flash [Backward]
1745446904.7510402,2.404,Flash [Right]
1745446905.153842,2.807,Flash [Forward]
1745446905.555716,3.209,Flash [Backward]
1745446905.958077,3.611,Flash [Right]
1745446906.3602276,4.014,Flash [Right]
1745446906.7629526,4.416,Flash [Right]
1745446907.1647177,4.818,Flash [Backward]
1745446907.5677605,5.221,Flash [Backward]
1745446907.9691348,5.623,Flash [Backward]
1745446908.3715322,6.025,Flash [Forward]
1745446908.7738905,6.427,Flash [Forward]
1745446909.1758358,6.829,Flash [Backward]
1745446909.5778956,7.231,Flash [Forward]
1745446909.9802845,7.634,Flash [Backward]
1745446910.382785,8.036,Flash [Backward]
1745446910.7847896,8.438,Flash [Right]
1745446911.1869364,8.840,Flash [Right]
1745446911.5891178,9.242,Flash [Right]
1745446911.9909322,9.644,Flash [Left]
1745446912.3934724,10.047,Flash [Forward]
1745446912.7948313,10.448,Flash [Forward]
1745446913.197483,10.851,Flash [Right]
1745446913.5997849,11.253,Flash [Backward]
1745446914.0018272,11.655,Flash [Left]
1745446914.4042375,12.058,End Flashing - Backward
1745446924.405191,22.059,Baseline - Backward
1745446924.405191,22.059,End Trial 1 - Backward
