Real Time,Elapsed Time,Event
1745658848.873534,0.000,Start Trial 1 - Forward
1745658848.873575,0.000,Start Flashing - Forward
1745658848.881323,0.008,Flash [Forward] #1
1745658851.889195,3.016,Blank Screen - 0.5s delay
1745658854.897412,6.024,Flash [Forward] #2
1745658857.906664,9.033,Blank Screen - 0.5s delay
1745658860.9158258,12.042,Flash [Forward] #3
1745658863.9238489,15.050,End Flashing - Forward
1745658873.928173,25.055,End Trial 1 - Forward
