Real Time,Elapsed Time,Event
1745191520.7073638,0.000,Start Trial 1 - Left
1745191522.7095501,2.002,Start Flashing - Left
1745191522.710559,2.003,"Flash ['Left', 'Forward']"
1745191522.912924,2.206,"Flash ['Left', 'Backward']"
1745191523.1151369,2.408,"Flash ['Right', 'Left']"
1745191523.3172603,2.610,"Flash ['Forward', 'Backward']"
1745191523.5192788,2.812,"Flash ['Backward', 'Forward']"
1745191523.7227526,3.015,"Flash ['Right', 'Backward']"
1745191523.9243524,3.217,"Flash ['Left', 'Right']"
1745191524.1276805,3.420,"Flash ['Right', 'Left']"
1745191524.3296456,3.622,"Flash ['Forward', 'Right']"
1745191524.5311816,3.824,"Flash ['Left', 'Backward']"
1745191524.7347481,4.027,"Flash ['Backward', 'Forward']"
1745191524.9366992,4.229,"Flash ['Left', 'Right']"
1745191525.1385837,4.431,"Flash ['Backward', 'Right']"
1745191525.3412623,4.634,"Flash ['Left', 'Forward']"
1745191525.5440123,4.837,"Flash ['Left', 'Backward']"
1745191525.7457356,5.038,"Flash ['Forward', 'Left']"
1745191525.9480538,5.241,"Flash ['Backward', 'Forward']"
1745191526.1502695,5.443,"Flash ['Forward', 'Right']"
1745191526.3522844,5.645,"Flash ['Left', 'Forward']"
1745191526.5551882,5.848,"Flash ['Forward', 'Left']"
1745191526.7582395,6.051,"Flash ['Left', 'Forward']"
1745191526.9594848,6.252,"Flash ['Right', 'Forward']"
1745191527.1626236,6.455,"Flash ['Backward', 'Right']"
1745191527.3651094,6.658,"Flash ['Forward', 'Left']"
1745191527.5676568,6.860,"Flash ['Backward', 'Left']"
1745191527.7696285,7.062,"Flash ['Left', 'Forward']"
1745191527.9713955,7.264,"Flash ['Right', 'Forward']"
1745191528.1740398,7.467,"Flash ['Left', 'Backward']"
1745191528.3772686,7.670,"Flash ['Left', 'Backward']"
1745191528.579309,7.872,"Flash ['Backward', 'Left']"
1745191528.7821188,8.075,"Flash ['Backward', 'Forward']"
1745191528.9838793,8.277,"Flash ['Forward', 'Right']"
1745191529.1866097,8.479,"Flash ['Right', 'Backward']"
1745191529.3888614,8.681,"Flash ['Forward', 'Backward']"
1745191529.5915475,8.884,"Flash ['Backward', 'Left']"
1745191529.7938607,9.086,"Flash ['Right', 'Backward']"
1745191529.9961596,9.289,"Flash ['Left', 'Backward']"
1745191530.198301,9.491,"Flash ['Left', 'Backward']"
1745191530.4006078,9.693,"Flash ['Right', 'Forward']"
1745191530.6039064,9.897,"Flash ['Left', 'Backward']"
1745191530.8063378,10.099,"Flash ['Left', 'Forward']"
1745191531.0084891,10.301,"Flash ['Forward', 'Right']"
1745191531.2112527,10.504,"Flash ['Left', 'Right']"
1745191531.4127676,10.705,"Flash ['Left', 'Backward']"
1745191531.6155188,10.908,"Flash ['Right', 'Forward']"
1745191531.8176792,11.110,"Flash ['Forward', 'Right']"
1745191532.0205185,11.313,"Flash ['Backward', 'Right']"
1745191532.2227538,11.515,"Flash ['Left', 'Backward']"
1745191532.42457,11.717,"Flash ['Backward', 'Right']"
1745191532.6274595,11.920,"Flash ['Forward', 'Right']"
1745191532.829058,12.122,End Flashing - Left
1745191542.8300517,22.123,Baseline - Left
1745191542.8300517,22.123,End Trial 1 - Left
