Real Time,Elapsed Time,Event
1745191653.4526277,0.000,Start Trial 7 - Backward
1745191655.4561455,2.004,Start Flashing - Backward
1745191655.4571545,2.005,"Flash ['Left', 'Right']"
1745191655.6591234,2.206,"Flash ['Right', 'Backward']"
1745191655.8616374,2.409,"Flash ['Backward', 'Right']"
1745191656.0640333,2.611,"Flash ['Right', 'Backward']"
1745191656.2655964,2.813,"Flash ['Backward', 'Forward']"
1745191656.4680977,3.015,"Flash ['Right', 'Backward']"
1745191656.6699712,3.217,"Flash ['Backward', 'Right']"
1745191656.87332,3.421,"Flash ['Backward', 'Right']"
1745191657.0750723,3.622,"Flash ['Backward', 'Left']"
1745191657.2776973,3.825,"Flash ['Backward', 'Right']"
1745191657.4799175,4.027,"Flash ['Right', 'Backward']"
1745191657.6822295,4.230,"Flash ['Backward', 'Forward']"
1745191657.8842628,4.432,"Flash ['Backward', 'Left']"
1745191658.087617,4.635,"Flash ['Left', 'Backward']"
1745191658.289183,4.837,"Flash ['Backward', 'Right']"
1745191658.4912233,5.039,"Flash ['Left', 'Backward']"
1745191658.6936214,5.241,"Flash ['Left', 'Right']"
1745191658.8962188,5.444,"Flash ['Left', 'Forward']"
1745191659.0989816,5.646,"Flash ['Backward', 'Right']"
1745191659.3008711,5.848,"Flash ['Forward', 'Right']"
1745191659.5042708,6.052,"Flash ['Left', 'Backward']"
1745191659.705962,6.253,"Flash ['Right', 'Backward']"
1745191659.9080331,6.455,"Flash ['Forward', 'Backward']"
1745191660.110945,6.658,"Flash ['Right', 'Left']"
1745191660.3130322,6.860,"Flash ['Forward', 'Left']"
1745191660.5157783,7.063,"Flash ['Left', 'Right']"
1745191660.7172568,7.265,"Flash ['Right', 'Backward']"
1745191660.9206636,7.468,"Flash ['Left', 'Backward']"
1745191661.1231449,7.671,"Flash ['Right', 'Forward']"
1745191661.3250792,7.872,"Flash ['Right', 'Backward']"
1745191661.527722,8.075,"Flash ['Forward', 'Left']"
1745191661.730185,8.278,"Flash ['Forward', 'Backward']"
1745191661.9319959,8.479,"Flash ['Forward', 'Right']"
1745191662.1348999,8.682,"Flash ['Left', 'Right']"
1745191662.3378303,8.885,"Flash ['Left', 'Forward']"
1745191662.539021,9.086,"Flash ['Left', 'Forward']"
1745191662.741809,9.289,"Flash ['Forward', 'Right']"
1745191662.9437823,9.491,"Flash ['Left', 'Forward']"
1745191663.1470265,9.694,"Flash ['Right', 'Left']"
1745191663.3499167,9.897,"Flash ['Backward', 'Forward']"
1745191663.5520394,10.099,"Flash ['Forward', 'Right']"
1745191663.7549243,10.302,"Flash ['Right', 'Left']"
1745191663.9563365,10.504,"Flash ['Right', 'Backward']"
1745191664.1589947,10.706,"Flash ['Left', 'Forward']"
1745191664.3608491,10.908,"Flash ['Forward', 'Right']"
1745191664.564707,11.112,"Flash ['Left', 'Forward']"
1745191664.7670498,11.314,"Flash ['Forward', 'Right']"
1745191664.968688,11.516,"Flash ['Right', 'Backward']"
1745191665.1707985,11.718,"Flash ['Left', 'Right']"
1745191665.3739035,11.921,"Flash ['Right', 'Forward']"
1745191665.576044,12.123,End Flashing - Backward
1745191675.576688,22.124,Baseline - Backward
1745191675.576688,22.124,End Trial 7 - Backward
