Real Time,Elapsed Time,Event
1745192883.2465184,0.000,Start Trial 6 - Backward
1745192885.2485516,2.002,Start Flashing - Backward
1745192885.2495666,2.003,"Flash ['Right', 'Left']"
1745192885.4513433,2.205,"Flash ['Backward', 'Right']"
1745192885.654287,2.408,"Flash ['Backward', 'Right']"
1745192885.8568914,2.610,"Flash ['Left', 'Right']"
1745192886.0593176,2.813,"Flash ['Left', 'Forward']"
1745192886.261291,3.015,"Flash ['Backward', 'Right']"
1745192886.4633195,3.217,"Flash ['Right', 'Backward']"
1745192886.6655324,3.419,"Flash ['Forward', 'Right']"
1745192886.86881,3.622,"Flash ['Right', 'Forward']"
1745192887.0706427,3.824,"Flash ['Backward', 'Forward']"
1745192887.2731295,4.027,"Flash ['Right', 'Forward']"
1745192887.4748344,4.228,"Flash ['Backward', 'Forward']"
1745192887.6772864,4.431,"Flash ['Left', 'Backward']"
1745192887.8800285,4.634,"Flash ['Right', 'Left']"
1745192888.0822098,4.836,"Flash ['Forward', 'Left']"
1745192888.284349,5.038,"Flash ['Forward', 'Backward']"
1745192888.4870572,5.241,"Flash ['Left', 'Backward']"
1745192888.6895435,5.443,"Flash ['Right', 'Backward']"
1745192888.8931062,5.647,"Flash ['Right', 'Left']"
1745192889.0950923,5.849,"Flash ['Right', 'Left']"
1745192889.297269,6.051,"Flash ['Forward', 'Backward']"
1745192889.5005267,6.254,"Flash ['Right', 'Left']"
1745192889.7021282,6.456,"Flash ['Right', 'Forward']"
1745192889.905,6.658,"Flash ['Forward', 'Left']"
1745192890.1070018,6.860,"Flash ['Backward', 'Right']"
1745192890.3103423,7.064,"Flash ['Forward', 'Left']"
1745192890.5121677,7.266,"Flash ['Right', 'Forward']"
1745192890.7137654,7.467,"Flash ['Right', 'Forward']"
1745192890.9159555,7.669,"Flash ['Forward', 'Left']"
1745192891.1181262,7.872,"Flash ['Right', 'Forward']"
1745192891.3217711,8.075,"Flash ['Left', 'Backward']"
1745192891.5243216,8.278,"Flash ['Backward', 'Forward']"
1745192891.7267582,8.480,"Flash ['Forward', 'Left']"
1745192891.9295647,8.683,"Flash ['Right', 'Backward']"
1745192892.132127,8.886,"Flash ['Forward', 'Backward']"
1745192892.3345933,9.088,"Flash ['Forward', 'Left']"
1745192892.5364091,9.290,"Flash ['Backward', 'Right']"
1745192892.739271,9.493,"Flash ['Left', 'Backward']"
1745192892.9410799,9.695,"Flash ['Right', 'Backward']"
1745192893.1433976,9.897,"Flash ['Forward', 'Right']"
1745192893.3459742,10.099,"Flash ['Forward', 'Left']"
1745192893.5492952,10.303,"Flash ['Forward', 'Right']"
1745192893.750367,10.504,"Flash ['Backward', 'Right']"
1745192893.9532993,10.707,"Flash ['Forward', 'Backward']"
1745192894.1555896,10.909,"Flash ['Forward', 'Right']"
1745192894.3589885,11.112,"Flash ['Forward', 'Right']"
1745192894.561697,11.315,"Flash ['Left', 'Right']"
1745192894.763915,11.517,"Flash ['Right', 'Backward']"
1745192894.966693,11.720,"Flash ['Backward', 'Left']"
1745192895.168278,11.922,"Flash ['Right', 'Left']"
1745192895.3705134,12.124,End Flashing - Backward
1745192905.371743,22.125,Baseline - Backward
1745192905.371743,22.125,End Trial 6 - Backward
