Real Time,Elapsed Time,Event
1745192927.4947822,0.000,Start Trial 8 - Backward
1745192929.4973156,2.003,Start Flashing - Backward
1745192929.4973156,2.003,"Flash ['Backward', 'Left']"
1745192929.7003527,2.206,"Flash ['Right', 'Left']"
1745192929.902212,2.407,"Flash ['Right', 'Forward']"
1745192930.1043177,2.610,"Flash ['Left', 'Backward']"
1745192930.3069272,2.812,"Flash ['Forward', 'Left']"
1745192930.5099707,3.015,"Flash ['Left', 'Right']"
1745192930.7122014,3.217,"Flash ['Backward', 'Left']"
1745192930.9134352,3.419,"Flash ['Right', 'Left']"
1745192931.11633,3.622,"Flash ['Left', 'Backward']"
1745192931.3199058,3.825,"Flash ['Forward', 'Backward']"
1745192931.5215247,4.027,"Flash ['Forward', 'Right']"
1745192931.7248795,4.230,"Flash ['Left', 'Right']"
1745192931.9266531,4.432,"Flash ['Left', 'Right']"
1745192932.1294804,4.635,"Flash ['Backward', 'Right']"
1745192932.3322966,4.838,"Flash ['Left', 'Right']"
1745192932.5345025,5.040,"Flash ['Right', 'Forward']"
1745192932.735727,5.241,"Flash ['Backward', 'Forward']"
1745192932.9390957,5.444,"Flash ['Forward', 'Backward']"
1745192933.1413896,5.647,"Flash ['Right', 'Left']"
1745192933.3428845,5.848,"Flash ['Forward', 'Right']"
1745192933.5451818,6.050,"Flash ['Backward', 'Right']"
1745192933.7475655,6.253,"Flash ['Backward', 'Forward']"
1745192933.9500859,6.455,"Flash ['Forward', 'Right']"
1745192934.1518722,6.657,"Flash ['Forward', 'Left']"
1745192934.355182,6.860,"Flash ['Left', 'Backward']"
1745192934.5571876,7.062,"Flash ['Right', 'Left']"
1745192934.7600873,7.265,"Flash ['Backward', 'Forward']"
1745192934.9618402,7.467,"Flash ['Forward', 'Right']"
1745192935.1642914,7.670,"Flash ['Backward', 'Right']"
1745192935.366304,7.872,"Flash ['Forward', 'Backward']"
1745192935.5688758,8.074,"Flash ['Backward', 'Right']"
1745192935.7714117,8.277,"Flash ['Left', 'Right']"
1745192935.97435,8.480,"Flash ['Left', 'Backward']"
1745192936.1760755,8.681,"Flash ['Right', 'Backward']"
1745192936.379061,8.884,"Flash ['Left', 'Backward']"
1745192936.580744,9.086,"Flash ['Forward', 'Right']"
1745192936.7838454,9.289,"Flash ['Left', 'Right']"
1745192936.9868,9.492,"Flash ['Forward', 'Right']"
1745192937.189082,9.694,"Flash ['Backward', 'Right']"
1745192937.3910267,9.896,"Flash ['Left', 'Forward']"
1745192937.5935912,10.099,"Flash ['Backward', 'Forward']"
1745192937.7966056,10.302,"Flash ['Right', 'Forward']"
1745192937.9991126,10.504,"Flash ['Right', 'Backward']"
1745192938.2008815,10.706,"Flash ['Left', 'Forward']"
1745192938.4038217,10.909,"Flash ['Left', 'Backward']"
1745192938.6064687,11.112,"Flash ['Right', 'Left']"
1745192938.808458,11.314,"Flash ['Left', 'Right']"
1745192939.0120206,11.517,"Flash ['Backward', 'Left']"
1745192939.2138717,11.719,"Flash ['Backward', 'Forward']"
1745192939.416082,11.921,"Flash ['Right', 'Left']"
1745192939.6180556,12.123,End Flashing - Backward
1745192949.6186986,22.124,Baseline - Backward
1745192949.6186986,22.124,End Trial 8 - Backward
