Real Time,Elapsed Time,Event
1745189748.0577018,0.000,Start Trial 16 - Right
1745189750.0598924,2.002,Start Flashing - Right
1745189750.060409,2.003,"Flash ['Backward', 'Forward']"
1745189750.2625563,2.205,"Flash ['Left', 'Forward']"
1745189750.4642618,2.407,"Flash ['Left', 'Forward']"
1745189750.66767,2.610,"Flash ['Backward', 'Right']"
1745189750.8702176,2.813,"Flash ['Right', 'Backward']"
1745189751.0724666,3.015,"Flash ['Right', 'Backward']"
1745189751.2751877,3.217,"Flash ['Right', 'Left']"
1745189751.47659,3.419,"Flash ['Forward', 'Right']"
1745189751.680142,3.622,"Flash ['Right', 'Left']"
1745189751.8824663,3.825,"Flash ['Left', 'Backward']"
1745189752.0839908,4.026,"Flash ['Backward', 'Left']"
1745189752.2862582,4.229,"Flash ['Right', 'Forward']"
1745189752.489619,4.432,"Flash ['Backward', 'Right']"
1745189752.6923282,4.635,"Flash ['Left', 'Forward']"
1745189752.8935192,4.836,"Flash ['Forward', 'Right']"
1745189753.096214,5.039,"Flash ['Forward', 'Backward']"
1745189753.2981048,5.240,"Flash ['Left', 'Right']"
1745189753.5005324,5.443,"Flash ['Right', 'Left']"
1745189753.7032835,5.646,"Flash ['Backward', 'Forward']"
1745189753.90505,5.847,"Flash ['Forward', 'Left']"
1745189754.1075969,6.050,"Flash ['Backward', 'Left']"
1745189754.3100557,6.252,"Flash ['Backward', 'Forward']"
1745189754.5123584,6.455,"Flash ['Left', 'Forward']"
1745189754.7140074,6.656,"Flash ['Forward', 'Right']"
1745189754.9161959,6.858,"Flash ['Right', 'Forward']"
1745189755.1186178,7.061,"Flash ['Backward', 'Left']"
1745189755.3214626,7.264,"Flash ['Forward', 'Backward']"
1745189755.5232854,7.466,"Flash ['Backward', 'Left']"
1745189755.72591,7.668,"Flash ['Right', 'Backward']"
1745189755.9279811,7.870,"Flash ['Backward', 'Right']"
1745189756.1304743,8.073,"Flash ['Right', 'Backward']"
1745189756.3331246,8.275,"Flash ['Backward', 'Left']"
1745189756.5346363,8.477,"Flash ['Backward', 'Left']"
1745189756.7378352,8.680,"Flash ['Forward', 'Left']"
1745189756.9394844,8.882,"Flash ['Right', 'Backward']"
1745189757.142179,9.084,"Flash ['Backward', 'Forward']"
1745189757.3442569,9.287,"Flash ['Right', 'Backward']"
1745189757.5471983,9.489,"Flash ['Left', 'Forward']"
1745189757.7489128,9.691,"Flash ['Backward', 'Right']"
1745189757.9516542,9.894,"Flash ['Left', 'Right']"
1745189758.153415,10.096,"Flash ['Backward', 'Right']"
1745189758.355755,10.298,"Flash ['Forward', 'Backward']"
1745189758.5582085,10.501,"Flash ['Left', 'Right']"
1745189758.7604415,10.703,"Flash ['Left', 'Right']"
1745189758.9626358,10.905,"Flash ['Right', 'Left']"
1745189759.1649137,11.107,"Flash ['Forward', 'Left']"
1745189759.3676388,11.310,"Flash ['Right', 'Backward']"
1745189759.569002,11.511,"Flash ['Right', 'Forward']"
1745189759.7711983,11.713,"Flash ['Left', 'Forward']"
1745189759.9744706,11.917,"Flash ['Left', 'Right']"
1745189760.175641,12.118,End Flashing - Right
1745189770.176402,22.119,Baseline - Right
1745189770.176402,22.119,End Trial 16 - Right
