Real Time,Elapsed Time,Event
1745189770.177409,0.000,Start Trial 17 - Right
1745189772.1792905,2.002,Start Flashing - Right
1745189772.1792905,2.002,"Flash ['Left', 'Forward']"
1745189772.3820977,2.205,"Flash ['Right', 'Forward']"
1745189772.5840492,2.407,"Flash ['Left', 'Forward']"
1745189772.786131,2.609,"Flash ['Backward', 'Right']"
1745189772.9891746,2.812,"Flash ['Backward', 'Forward']"
1745189773.1907735,3.013,"Flash ['Forward', 'Left']"
1745189773.392891,3.215,"Flash ['Left', 'Forward']"
1745189773.596,3.419,"Flash ['Backward', 'Left']"
1745189773.7983418,3.621,"Flash ['Forward', 'Backward']"
1745189774.0010898,3.824,"Flash ['Right', 'Forward']"
1745189774.2031004,4.026,"Flash ['Forward', 'Left']"
1745189774.405226,4.228,"Flash ['Left', 'Right']"
1745189774.6077337,4.430,"Flash ['Right', 'Left']"
1745189774.8092654,4.632,"Flash ['Backward', 'Right']"
1745189775.0126235,4.835,"Flash ['Left', 'Backward']"
1745189775.2143316,5.037,"Flash ['Right', 'Forward']"
1745189775.4165206,5.239,"Flash ['Left', 'Forward']"
1745189775.6187859,5.441,"Flash ['Backward', 'Right']"
1745189775.821035,5.644,"Flash ['Backward', 'Right']"
1745189776.0240192,5.847,"Flash ['Forward', 'Right']"
1745189776.2256896,6.048,"Flash ['Forward', 'Right']"
1745189776.4278557,6.250,"Flash ['Backward', 'Left']"
1745189776.6304302,6.453,"Flash ['Backward', 'Left']"
1745189776.8325412,6.655,"Flash ['Forward', 'Right']"
1745189777.0352378,6.858,"Flash ['Right', 'Left']"
1745189777.2381551,7.061,"Flash ['Backward', 'Right']"
1745189777.4402068,7.263,"Flash ['Left', 'Forward']"
1745189777.6425397,7.465,"Flash ['Forward', 'Backward']"
1745189777.8451571,7.668,"Flash ['Forward', 'Right']"
1745189778.04646,7.869,"Flash ['Forward', 'Left']"
1745189778.248966,8.072,"Flash ['Backward', 'Forward']"
1745189778.4510398,8.274,"Flash ['Backward', 'Right']"
1745189778.6531181,8.476,"Flash ['Right', 'Forward']"
1745189778.855284,8.678,"Flash ['Right', 'Forward']"
1745189779.0580869,8.881,"Flash ['Backward', 'Left']"
1745189779.259903,9.082,"Flash ['Forward', 'Left']"
1745189779.4622927,9.285,"Flash ['Right', 'Forward']"
1745189779.6644125,9.487,"Flash ['Forward', 'Left']"
1745189779.8674428,9.690,"Flash ['Right', 'Left']"
1745189780.0702364,9.893,"Flash ['Right', 'Left']"
1745189780.2723348,10.095,"Flash ['Left', 'Forward']"
1745189780.4753878,10.298,"Flash ['Left', 'Backward']"
1745189780.6774557,10.500,"Flash ['Right', 'Backward']"
1745189780.880477,10.703,"Flash ['Backward', 'Right']"
1745189781.0829194,10.906,"Flash ['Left', 'Forward']"
1745189781.2853882,11.108,"Flash ['Forward', 'Right']"
1745189781.4877799,11.310,"Flash ['Right', 'Backward']"
1745189781.6895435,11.512,"Flash ['Right', 'Backward']"
1745189781.8914723,11.714,"Flash ['Right', 'Forward']"
1745189782.0938685,11.916,"Flash ['Left', 'Forward']"
1745189782.295886,12.118,End Flashing - Right
1745189792.2964594,22.119,Baseline - Right
1745189792.2964594,22.119,End Trial 17 - Right
