Real Time,Elapsed Time,Event
1745189792.297486,0.000,Start Trial 18 - Right
1745189794.2989361,2.001,Start Flashing - Right
1745189794.2989361,2.001,"Flash ['Backward', 'Right']"
1745189794.5021062,2.205,"Flash ['Left', 'Right']"
1745189794.703977,2.406,"Flash ['Left', 'Right']"
1745189794.9071102,2.610,"Flash ['Right', 'Backward']"
1745189795.1093264,2.812,"Flash ['Left', 'Forward']"
1745189795.3118522,3.014,"Flash ['Backward', 'Right']"
1745189795.5137591,3.216,"Flash ['Right', 'Backward']"
1745189795.7159116,3.418,"Flash ['Left', 'Backward']"
1745189795.9188113,3.621,"Flash ['Backward', 'Left']"
1745189796.120485,3.823,"Flash ['Forward', 'Backward']"
1745189796.3241246,4.027,"Flash ['Left', 'Forward']"
1745189796.5252342,4.228,"Flash ['Right', 'Forward']"
1745189796.7278228,4.430,"Flash ['Left', 'Right']"
1745189796.9300268,4.633,"Flash ['Backward', 'Right']"
1745189797.132398,4.835,"Flash ['Left', 'Forward']"
1745189797.335107,5.038,"Flash ['Forward', 'Backward']"
1745189797.5374575,5.240,"Flash ['Left', 'Backward']"
1745189797.739968,5.442,"Flash ['Forward', 'Right']"
1745189797.9418502,5.644,"Flash ['Left', 'Forward']"
1745189798.1441152,5.847,"Flash ['Forward', 'Right']"
1745189798.3468075,6.049,"Flash ['Left', 'Forward']"
1745189798.5488162,6.251,"Flash ['Right', 'Forward']"
1745189798.7511058,6.454,"Flash ['Left', 'Right']"
1745189798.9537573,6.656,"Flash ['Forward', 'Left']"
1745189799.1558506,6.858,"Flash ['Backward', 'Left']"
1745189799.3579497,7.060,"Flash ['Right', 'Backward']"
1745189799.5606184,7.263,"Flash ['Right', 'Backward']"
1745189799.7629051,7.465,"Flash ['Backward', 'Right']"
1745189799.9656339,7.668,"Flash ['Left', 'Right']"
1745189800.1673675,7.870,"Flash ['Right', 'Left']"
1745189800.3711314,8.074,"Flash ['Backward', 'Left']"
1745189800.573123,8.276,"Flash ['Backward', 'Right']"
1745189800.775244,8.478,"Flash ['Right', 'Left']"
1745189800.9775012,8.680,"Flash ['Right', 'Backward']"
1745189801.179262,8.882,"Flash ['Right', 'Forward']"
1745189801.3819034,9.084,"Flash ['Backward', 'Right']"
1745189801.584924,9.287,"Flash ['Right', 'Left']"
1745189801.788371,9.491,"Flash ['Backward', 'Left']"
1745189801.9908834,9.693,"Flash ['Left', 'Right']"
1745189802.1938603,9.896,"Flash ['Left', 'Forward']"
1745189802.3953133,10.098,"Flash ['Forward', 'Backward']"
1745189802.5984917,10.301,"Flash ['Right', 'Backward']"
1745189802.8012075,10.504,"Flash ['Left', 'Backward']"
1745189803.0025487,10.705,"Flash ['Right', 'Left']"
1745189803.204856,10.907,"Flash ['Left', 'Right']"
1745189803.4077778,11.110,"Flash ['Left', 'Right']"
1745189803.6097836,11.312,"Flash ['Forward', 'Backward']"
1745189803.8126218,11.515,"Flash ['Right', 'Forward']"
1745189804.0151336,11.718,"Flash ['Forward', 'Right']"
1745189804.217705,11.920,"Flash ['Right', 'Backward']"
1745189804.419831,12.122,End Flashing - Right
1745189814.4208019,22.123,Baseline - Right
1745189814.4208019,22.123,End Trial 18 - Right
