Real Time,Elapsed Time,Event
1745189725.937964,0.000,Start Trial 15 - Left
1745189727.9403644,2.002,Start Flashing - Left
1745189727.9413733,2.003,"Flash ['Right', 'Forward']"
1745189728.1430995,2.205,"Flash ['Forward', 'Backward']"
1745189728.345565,2.408,"Flash ['Forward', 'Right']"
1745189728.548631,2.611,"Flash ['Backward', 'Right']"
1745189728.7503495,2.812,"Flash ['Right', 'Left']"
1745189728.953529,3.016,"Flash ['Backward', 'Left']"
1745189729.1556294,3.218,"Flash ['Right', 'Forward']"
1745189729.358366,3.420,"Flash ['Left', 'Forward']"
1745189729.560579,3.623,"Flash ['Right', 'Left']"
1745189729.762464,3.825,"Flash ['Forward', 'Right']"
1745189729.9646266,4.027,"Flash ['Backward', 'Forward']"
1745189730.1669483,4.229,"Flash ['Forward', 'Right']"
1745189730.3692935,4.431,"Flash ['Backward', 'Right']"
1745189730.572154,4.634,"Flash ['Left', 'Backward']"
1745189730.774411,4.836,"Flash ['Backward', 'Left']"
1745189730.9765556,5.039,"Flash ['Forward', 'Backward']"
1745189731.1790767,5.241,"Flash ['Forward', 'Left']"
1745189731.3822122,5.444,"Flash ['Backward', 'Left']"
1745189731.583748,5.646,"Flash ['Forward', 'Backward']"
1745189731.7864974,5.849,"Flash ['Left', 'Forward']"
1745189731.9881375,6.050,"Flash ['Backward', 'Right']"
1745189732.190776,6.253,"Flash ['Backward', 'Forward']"
1745189732.3932555,6.455,"Flash ['Backward', 'Right']"
1745189732.5952156,6.657,"Flash ['Forward', 'Right']"
1745189732.7981644,6.860,"Flash ['Right', 'Forward']"
1745189733.0007045,7.063,"Flash ['Right', 'Left']"
1745189733.2025452,7.265,"Flash ['Left', 'Backward']"
1745189733.4056518,7.468,"Flash ['Left', 'Backward']"
1745189733.6077619,7.670,"Flash ['Left', 'Backward']"
1745189733.8105402,7.873,"Flash ['Right', 'Forward']"
1745189734.0124393,8.074,"Flash ['Left', 'Forward']"
1745189734.21387,8.276,"Flash ['Forward', 'Left']"
1745189734.416641,8.479,"Flash ['Backward', 'Right']"
1745189734.618143,8.680,"Flash ['Right', 'Left']"
1745189734.8206224,8.883,"Flash ['Right', 'Backward']"
1745189735.022831,9.085,"Flash ['Left', 'Forward']"
1745189735.22519,9.287,"Flash ['Forward', 'Right']"
1745189735.427823,9.490,"Flash ['Left', 'Right']"
1745189735.629621,9.692,"Flash ['Right', 'Forward']"
1745189735.8313465,9.893,"Flash ['Backward', 'Right']"
1745189736.0334685,10.096,"Flash ['Forward', 'Backward']"
1745189736.2354267,10.297,"Flash ['Left', 'Right']"
1745189736.438457,10.500,"Flash ['Forward', 'Backward']"
1745189736.6406324,10.703,"Flash ['Right', 'Left']"
1745189736.8422227,10.904,"Flash ['Left', 'Forward']"
1745189737.045327,11.107,"Flash ['Right', 'Backward']"
1745189737.2467346,11.309,"Flash ['Right', 'Backward']"
1745189737.4489827,11.511,"Flash ['Right', 'Forward']"
1745189737.6513302,11.713,"Flash ['Forward', 'Backward']"
1745189737.8536458,11.916,"Flash ['Right', 'Backward']"
1745189738.055753,12.118,End Flashing - Left
1745189748.0566783,22.119,Baseline - Left
1745189748.0566783,22.119,End Trial 15 - Left
