Real Time,Elapsed Time,Event
1745189659.582419,0.000,Start Trial 12 - Left
1745189661.584211,2.002,Start Flashing - Left
1745189661.5847406,2.002,"Flash ['Forward', 'Backward']"
1745189661.786722,2.204,"Flash ['Right', 'Backward']"
1745189661.9895382,2.407,"Flash ['Backward', 'Forward']"
1745189662.1915643,2.609,"Flash ['Backward', 'Left']"
1745189662.3939319,2.812,"Flash ['Forward', 'Left']"
1745189662.5961304,3.014,"Flash ['Left', 'Right']"
1745189662.7986002,3.216,"Flash ['Forward', 'Right']"
1745189663.001637,3.419,"Flash ['Right', 'Left']"
1745189663.2034128,3.621,"Flash ['Right', 'Backward']"
1745189663.4055464,3.823,"Flash ['Left', 'Right']"
1745189663.6086516,4.026,"Flash ['Forward', 'Left']"
1745189663.8104231,4.228,"Flash ['Left', 'Forward']"
1745189664.0128803,4.430,"Flash ['Right', 'Left']"
1745189664.21562,4.633,"Flash ['Left', 'Forward']"
1745189664.4178421,4.835,"Flash ['Backward', 'Right']"
1745189664.6199882,5.038,"Flash ['Left', 'Forward']"
1745189664.822836,5.240,"Flash ['Right', 'Backward']"
1745189665.0248458,5.442,"Flash ['Left', 'Forward']"
1745189665.2264328,5.644,"Flash ['Backward', 'Right']"
1745189665.4285414,5.846,"Flash ['Right', 'Forward']"
1745189665.6306846,6.048,"Flash ['Right', 'Backward']"
1745189665.8337634,6.251,"Flash ['Backward', 'Right']"
1745189666.0357742,6.453,"Flash ['Forward', 'Left']"
1745189666.238511,6.656,"Flash ['Backward', 'Left']"
1745189666.440241,6.858,"Flash ['Forward', 'Right']"
1745189666.6427789,7.060,"Flash ['Backward', 'Left']"
1745189666.8457315,7.263,"Flash ['Forward', 'Left']"
1745189667.0482078,7.466,"Flash ['Left', 'Backward']"
1745189667.2503104,7.668,"Flash ['Forward', 'Left']"
1745189667.4523273,7.870,"Flash ['Backward', 'Forward']"
1745189667.654308,8.072,"Flash ['Right', 'Forward']"
1745189667.855764,8.273,"Flash ['Backward', 'Left']"
1745189668.0590904,8.477,"Flash ['Backward', 'Left']"
1745189668.2602117,8.678,"Flash ['Right', 'Forward']"
1745189668.4627755,8.880,"Flash ['Backward', 'Right']"
1745189668.6645389,9.082,"Flash ['Right', 'Backward']"
1745189668.8668544,9.284,"Flash ['Left', 'Right']"
1745189669.0693219,9.487,"Flash ['Right', 'Forward']"
1745189669.27096,9.689,"Flash ['Forward', 'Right']"
1745189669.4735818,9.891,"Flash ['Forward', 'Right']"
1745189669.6756837,10.093,"Flash ['Backward', 'Right']"
1745189669.8778698,10.295,"Flash ['Right', 'Backward']"
1745189670.0803452,10.498,"Flash ['Right', 'Backward']"
1745189670.2820694,10.700,"Flash ['Forward', 'Backward']"
1745189670.4841616,10.902,"Flash ['Left', 'Backward']"
1745189670.6863604,11.104,"Flash ['Right', 'Left']"
1745189670.8888652,11.306,"Flash ['Left', 'Right']"
1745189671.0911243,11.509,"Flash ['Right', 'Left']"
1745189671.2938557,11.711,"Flash ['Left', 'Forward']"
1745189671.4956858,11.913,"Flash ['Left', 'Right']"
1745189671.6979702,12.116,End Flashing - Left
1745189681.6989155,22.116,Baseline - Left
1745189681.6989155,22.116,End Trial 12 - Left
