Real Time,Elapsed Time,Event
1745446444.9695337,0.000,Start Trial 12 - Left
1745446446.9715989,2.002,Start Flashing - Left
1745446446.972608,2.003,Flash [Left]
1745446447.3736534,2.404,Flash [Forward]
1745446447.775993,2.806,Flash [Forward]
1745446448.178189,3.209,Flash [Left]
1745446448.5809326,3.611,Flash [Left]
1745446448.983759,4.014,Flash [Forward]
1745446449.3856356,4.416,Flash [Backward]
1745446449.7885816,4.819,Flash [Backward]
1745446450.1899838,5.220,Flash [Backward]
1745446450.5928109,5.623,Flash [Forward]
1745446450.9943824,6.025,Flash [Right]
1745446451.3974097,6.428,Flash [Forward]
1745446451.7999256,6.830,Flash [Right]
1745446452.2018335,7.232,Flash [Right]
1745446452.6036603,7.634,Flash [Right]
1745446453.006098,8.037,Flash [Left]
1745446453.4079196,8.438,Flash [Left]
1745446453.810828,8.841,Flash [Forward]
1745446454.213149,9.244,Flash [Backward]
1745446454.6157322,9.646,Flash [Forward]
1745446455.01769,10.048,Flash [Left]
1745446455.4198353,10.450,Flash [Forward]
1745446455.8226123,10.853,Flash [Forward]
1745446456.224922,11.255,Flash [Forward]
1745446456.6268015,11.657,Flash [Forward]
1745446457.0285115,12.059,End Flashing - Left
1745446467.0293627,22.060,Baseline - Left
1745446467.0293627,22.060,End Trial 12 - Left
